contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
NODE_A175_length_2616_cov_9.695156_BlackFly3	2616	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A57_length_2614_cov_7.053212_BlackFly39	2614	No	NA	4	2	0	Low-quality	Genome-fragment	3.09	HMM-based (lower-bound)	0.0	1.0	
NODE_A81_length_2614_cov_7.374852_BlackFly34	2614	No	NA	8	3	0	Low-quality	Genome-fragment	4.48	AAI-based (medium-confidence)	0.0	1.0	
NODE_A46_length_2613_cov_12.121057_BlackFly9	2613	No	NA	4	3	0	Low-quality	Genome-fragment	5.7	AAI-based (high-confidence)	0.0	1.0	
NODE_A186_length_2610_cov_6.681011_BlackFly31	2610	No	NA	6	0	0	Low-quality	Genome-fragment	4.93	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A36_length_2609_cov_72.198657_BlackFly7	2609	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A3_length_2606_cov_64.838276_BlackFly_NC_Jara_2	2606	No	NA	1	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
NODE_A71_length_2606_cov_4.603401_BlackFly30	2606	No	NA	3	2	0	Low-quality	Genome-fragment	0.76	HMM-based (lower-bound)	0.0	1.0	
NODE_A65_length_2603_cov_17.936659_BlackFly21	2603	No	NA	1	1	0	Low-quality	Genome-fragment	19.91	HMM-based (lower-bound)	0.0	1.0	
NODE_A79_length_2603_cov_5.621140_BlackFly6	2603	No	NA	2	2	0	Low-quality	Genome-fragment	6.61	AAI-based (high-confidence)	0.0	1.0	
NODE_A115_length_2602_cov_4.606733_BlackFly29	2602	No	NA	5	0	0	Low-quality	Genome-fragment	5.81	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A182_length_2602_cov_7.531881_BlackFly16	2602	No	NA	3	3	0	Low-quality	Genome-fragment	3.86	HMM-based (lower-bound)	0.0	1.0	
NODE_A66_length_2602_cov_6.527921_BlackFly21	2602	No	NA	3	2	0	Low-quality	Genome-fragment	6.03	AAI-based (high-confidence)	0.0	1.0	
NODE_A67_length_2602_cov_5.407129_BlackFly21	2602	No	NA	2	2	0	Low-quality	Genome-fragment	6.31	AAI-based (medium-confidence)	0.0	1.0	
NODE_A73_length_2602_cov_11.491881_BlackFly5	2602	No	NA	5	0	0	Low-quality	Genome-fragment	5.41	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A74_length_2602_cov_3.797228_BlackFly5	2602	No	NA	4	4	0	Low-quality	Genome-fragment	0.89	HMM-based (lower-bound)	0.0	1.0	
NODE_A183_length_2601_cov_7.879556_BlackFly16	2601	No	NA	5	3	0	Low-quality	Genome-fragment	1.22	HMM-based (lower-bound)	0.0	1.0	
NODE_A37_length_2600_cov_3.904082_BlackFly46	2600	No	NA	1	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
NODE_A176_length_2599_cov_3.701824_BlackFly3	2599	No	NA	3	1	0	Low-quality	Genome-fragment	6.0	AAI-based (high-confidence)	0.0	1.0	
NODE_A39_length_2599_cov_15.666534_BlackFly58	2599	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A84_length_2597_cov_39.326190_BlackFly34	2597	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
NODE_A184_length_2596_cov_7.535133_BlackFly16	2596	No	NA	2	1	0	Low-quality	Genome-fragment	5.74	HMM-based (lower-bound)	0.0	1.0	
NODE_A83_length_2596_cov_5.693132_BlackFly42	2596	No	NA	5	1	0	Low-quality	Genome-fragment	2.93	HMM-based (lower-bound)	0.0	1.0	
NODE_A185_length_2594_cov_8.431863_BlackFly16	2594	No	NA	4	1	0	Low-quality	Genome-fragment	5.61	AAI-based (high-confidence)	0.0	1.0	
NODE_A111_length_2593_cov_6.230922_BlackFly32	2593	No	NA	1	1	0	Low-quality	Genome-fragment	25.4	HMM-based (lower-bound)	0.0	1.0	
NODE_A68_length_2592_cov_119.728827_BlackFly21	2592	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A82_length_2592_cov_5.765805_BlackFly48	2592	No	NA	2	0	0	Low-quality	Genome-fragment	1.37	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A80_length_2590_cov_5.260645_BlackFly6	2590	No	NA	4	1	0	Low-quality	Genome-fragment	6.77	AAI-based (high-confidence)	0.0	1.0	
NODE_A116_length_2589_cov_13.292994_BlackFly29	2589	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A44_length_2588_cov_20.422541_BlackFly22	2588	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
NODE_A122_length_2587_cov_32.121912_BlackFly36	2587	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
NODE_A79_length_2587_cov_22.183665_BlackFly14	2587	No	NA	2	2	0	Low-quality	Genome-fragment	49.2	AAI-based (high-confidence)	0.0	1.0	
NODE_A186_length_2585_cov_15.163477_BlackFly16	2585	No	NA	5	1	0	Low-quality	Genome-fragment	3.71	AAI-based (high-confidence)	0.0	1.0	
NODE_A190_length_2584_cov_14.035501_BlackFly31	2584	No	NA	1	1	0	Low-quality	Genome-fragment	48.98	AAI-based (high-confidence)	0.0	1.0	
NODE_A116_length_2581_cov_6.157348_BlackFly27	2581	No	NA	2	1	0	Low-quality	Genome-fragment	40.35	AAI-based (medium-confidence)	0.0	1.0	
NODE_A81_length_2581_cov_5.297923_BlackFly6	2581	No	NA	8	3	0	Low-quality	Genome-fragment	5.23	AAI-based (medium-confidence)	0.0	1.0	
NODE_A86_length_2581_cov_4.774760_BlackFly34	2581	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A187_length_2578_cov_23.628948_BlackFly16	2578	No	NA	7	5	0	Low-quality	Genome-fragment	5.96	AAI-based (medium-confidence)	0.0	1.0	
NODE_A75_length_2577_cov_21.197600_BlackFly5	2577	No	NA	7	0	0	Low-quality	Genome-fragment	4.24	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A87_length_2577_cov_23.728000_BlackFly34	2577	No	NA	3	0	0	Low-quality	Genome-fragment	4.87	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A40_length_2576_cov_6.911164_BlackFly58	2576	No	NA	2	1	0	Low-quality	Genome-fragment	34.51	AAI-based (medium-confidence)	0.0	1.0	
NODE_A76_length_2576_cov_2.741897_BlackFly5	2576	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A81_length_2576_cov_9.486194_BlackFly59	2576	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A117_length_2575_cov_6.043635_BlackFly27	2575	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A83_length_2575_cov_4.762210_BlackFly48	2575	No	NA	2	1	0	Low-quality	Genome-fragment	5.29	AAI-based (high-confidence)	0.0	1.0	
NODE_A113_length_2574_cov_18.422507_BlackFly32	2574	No	NA	5	1	0	Low-quality	Genome-fragment	2.67	HMM-based (lower-bound)	0.0	1.0	
NODE_A70_length_2573_cov_4.128606_BlackFly21	2573	No	NA	2	1	0	Low-quality	Genome-fragment	5.12	HMM-based (lower-bound)	0.0	1.0	
NODE_A122_length_2572_cov_8.542285_BlackFly15	2572	No	NA	2	2	0	Low-quality	Genome-fragment	5.21	AAI-based (medium-confidence)	0.0	1.0	
NODE_A112_length_2571_cov_5.759423_BlackFly52	2571	No	NA	3	0	0	Low-quality	Genome-fragment	3.81	AAI-based (medium-confidence)	0.0	1.01	no viral genes detected
NODE_A139_length_2569_cov_8.466292_BlackFly23	2569	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A48_length_2568_cov_8.557206_BlackFly53	2568	No	NA	2	0	0	Low-quality	Genome-fragment	7.21	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A49_length_2567_cov_9.016867_BlackFly53	2567	No	NA	3	3	0	Low-quality	Genome-fragment	3.85	HMM-based (lower-bound)	0.0	1.0	
NODE_A22_length_2566_cov_4.686621_BlackFly11	2566	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A82_length_2566_cov_6.905183_BlackFly6	2566	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A140_length_2565_cov_14.163183_BlackFly23	2565	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
NODE_A114_length_2563_cov_20.127112_BlackFly32	2563	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A117_length_2563_cov_21.957763_BlackFly29	2563	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A118_length_2563_cov_6.423170_BlackFly27	2563	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A294_length_2563_cov_3.939662_BlackFly49	2563	No	NA	5	4	0	Low-quality	Genome-fragment	6.15	AAI-based (medium-confidence)	0.0	1.0	
NODE_A89_length_2560_cov_6.800242_BlackFly34	2560	No	NA	9	3	0	Low-quality	Genome-fragment	3.68	AAI-based (high-confidence)	0.0	1.0	
NODE_A59_length_2559_cov_8.249396_BlackFly39	2559	No	NA	3	1	0	Low-quality	Genome-fragment	7.26	AAI-based (high-confidence)	0.0	1.0	
NODE_A90_length_2559_cov_12.328767_BlackFly34	2559	No	NA	4	2	0	Low-quality	Genome-fragment	6.66	AAI-based (medium-confidence)	0.0	1.0	
NODE_A41_length_2558_cov_4.206771_BlackFly58	2558	No	NA	3	0	0	Low-quality	Genome-fragment	1.61	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A196_length_2556_cov_5.382816_BlackFly31	2556	No	NA	5	4	0	Low-quality	Genome-fragment	6.06	AAI-based (high-confidence)	0.0	1.0	
NODE_A197_length_2556_cov_4.566761_BlackFly31	2556	No	NA	5	4	0	Low-quality	Genome-fragment	4.9	AAI-based (medium-confidence)	0.0	1.0	
NODE_A198_length_2555_cov_4.126715_BlackFly31	2555	No	NA	2	1	0	Low-quality	Genome-fragment	6.3	AAI-based (high-confidence)	0.0	1.0	
NODE_A77_length_2554_cov_5.442067_BlackFly5	2554	No	NA	3	2	0	Low-quality	Genome-fragment	1.71	AAI-based (medium-confidence)	0.0	1.0	
NODE_A124_length_2553_cov_67.025040_BlackFly15	2553	No	NA	1	1	0	Low-quality	Genome-fragment	49.41	AAI-based (high-confidence)	0.0	1.0	
NODE_A179_length_2553_cov_4.742730_BlackFly3	2553	No	NA	2	1	0	Low-quality	Genome-fragment	5.65	HMM-based (lower-bound)	0.0	1.0	
NODE_A199_length_2551_cov_22099.823363_BlackFly31	2551	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A118_length_2550_cov_3.147594_BlackFly29	2550	No	NA	8	7	0	Low-quality	Genome-fragment	5.53	AAI-based (high-confidence)	0.0	1.0	
NODE_A45_length_2549_cov_5.163430_BlackFly22	2549	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A49_length_2547_cov_3.119028_BlackFly10	2547	No	NA	2	2	0	Low-quality	Genome-fragment	5.65	AAI-based (high-confidence)	0.0	1.0	
NODE_A121_length_2546_cov_6.625759_BlackFly27	2546	No	NA	4	1	0	Low-quality	Genome-fragment	5.73	HMM-based (lower-bound)	0.0	1.0	
NODE_A192_length_2545_cov_7.547002_BlackFly28	2545	No	NA	1	1	0	Low-quality	Genome-fragment	48.24	AAI-based (high-confidence)	0.0	1.0	
NODE_A162_length_2544_cov_4.942440_BlackFly43	2544	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A78_length_2544_cov_164.712606_BlackFly5	2544	No	NA	3	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.04	
NODE_A46_length_2543_cov_28.626521_BlackFly22	2543	No	NA	1	1	0	Low-quality	Genome-fragment	48.22	AAI-based (high-confidence)	0.0	1.0	
NODE_A79_length_2542_cov_4.105071_BlackFly5	2542	No	NA	3	2	0	Low-quality	Genome-fragment	0.85	HMM-based (lower-bound)	0.0	1.0	
NODE_A188_length_2541_cov_5.651786_BlackFly16	2541	No	NA	1	1	0	Low-quality	Genome-fragment	24.74	HMM-based (lower-bound)	0.0	1.0	
NODE_A54_length_2541_cov_17.892045_BlackFly35	2541	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A71_length_2541_cov_135.431006_BlackFly21	2541	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A114_length_2540_cov_8.211937_BlackFly52	2540	No	NA	6	1	0	Low-quality	Genome-fragment	4.12	HMM-based (lower-bound)	0.0	1.0	
NODE_A126_length_2540_cov_4.048315_BlackFly15	2540	No	NA	2	2	0	Low-quality	Genome-fragment	3.26	HMM-based (lower-bound)	0.0	1.0	
NODE_A24_length_2540_cov_3.903776_BlackFly11	2540	No	NA	4	1	0	Low-quality	Genome-fragment	1.1	HMM-based (lower-bound)	0.0	1.0	
NODE_A141_length_2539_cov_5.807067_BlackFly19	2539	No	NA	3	2	0	Low-quality	Genome-fragment	3.93	HMM-based (lower-bound)	0.0	1.0	
NODE_A163_length_2539_cov_4.923639_BlackFly43	2539	No	NA	7	5	0	Low-quality	Genome-fragment	3.5	HMM-based (lower-bound)	0.0	1.0	
NODE_A182_length_2539_cov_9.251828_BlackFly3	2539	No	NA	6	2	0	Low-quality	Genome-fragment	5.71	AAI-based (high-confidence)	0.0	1.0	
NODE_A73_length_2539_cov_12.394801_BlackFly30	2539	No	NA	10	5	0	Low-quality	Genome-fragment	5.17	AAI-based (medium-confidence)	0.0	1.0	
NODE_A87_length_2539_cov_4.162876_BlackFly42	2539	No	NA	6	2	0	Low-quality	Genome-fragment	8.1	AAI-based (medium-confidence)	0.0	1.0	
NODE_A183_length_2538_cov_7.768387_BlackFly3	2538	No	NA	3	2	0	Low-quality	Genome-fragment	0.85	HMM-based (lower-bound)	0.0	1.0	
NODE_A143_length_2537_cov_5.669512_BlackFly23	2537	No	NA	2	0	0	Low-quality	Genome-fragment	4.77	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A43_length_2533_cov_2.641694_BlackFly45	2533	No	NA	4	2	0	Low-quality	Genome-fragment	3.05	HMM-based (lower-bound)	0.0	1.0	
NODE_A85_length_2533_cov_33.244707_BlackFly48	2533	No	NA	4	3	0	Low-quality	Genome-fragment	7.42	AAI-based (high-confidence)	0.0	1.0	
NODE_A85_length_2532_cov_3.972301_BlackFly14	2532	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A87_length_2530_cov_8.137383_BlackFly48	2530	No	NA	1	1	0	Low-quality	Genome-fragment	19.97	AAI-based (medium-confidence)	0.0	1.0	
NODE_A120_length_2529_cov_2.823002_BlackFly29	2529	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A54_length_2528_cov_17.690330_BlackFly4	2528	No	NA	3	2	0	Low-quality	Genome-fragment	3.51	HMM-based (lower-bound)	0.0	1.0	
NODE_A129_length_2524_cov_32.911320_BlackFly15	2524	No	NA	2	1	0	Low-quality	Genome-fragment	4.68	AAI-based (high-confidence)	0.0	1.0	
NODE_A144_length_2524_cov_4.101349_BlackFly23	2524	No	NA	3	1	0	Low-quality	Genome-fragment	4.75	HMM-based (lower-bound)	0.0	1.0	
NODE_A27_length_2524_cov_8.099305_BlackFly18	2524	No	NA	3	0	0	Low-quality	Genome-fragment	2.03	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A189_length_2521_cov_4.925532_BlackFly16	2521	No	NA	4	1	0	Low-quality	Genome-fragment	4.5	HMM-based (lower-bound)	0.0	1.0	
NODE_A124_length_2520_cov_5.038477_BlackFly27	2520	No	NA	7	3	0	Low-quality	Genome-fragment	6.27	AAI-based (high-confidence)	0.0	1.0	
NODE_A202_length_2520_cov_8.812116_BlackFly57	2520	No	NA	1	1	0	Low-quality	Genome-fragment	27.67	HMM-based (lower-bound)	0.0	1.0	
NODE_A204_length_2520_cov_4.193205_BlackFly31	2520	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A96_length_2520_cov_10.053213_BlackFly34	2520	No	NA	3	1	0	Low-quality	Genome-fragment	2.09	HMM-based (lower-bound)	0.0	1.0	
NODE_A165_length_2518_cov_17.488734_BlackFly43	2518	No	NA	5	2	0	Low-quality	Genome-fragment	3.04	HMM-based (lower-bound)	0.0	1.0	
NODE_A190_length_2517_cov_3.822951_BlackFly16	2517	No	NA	5	4	0	Low-quality	Genome-fragment	4.97	AAI-based (medium-confidence)	0.0	1.0	
NODE_A28_length_2515_cov_7.585316_BlackFly18	2515	No	NA	3	0	0	Low-quality	Genome-fragment	2.02	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A80_length_2514_cov_86.124744_BlackFly5	2514	No	NA	1	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.02	
NODE_A74_length_2512_cov_4.936345_BlackFly30	2512	No	NA	5	1	0	Low-quality	Genome-fragment	5.94	AAI-based (high-confidence)	0.0	1.0	
NODE_A147_length_2511_cov_9.952753_BlackFly23	2511	No	NA	1	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
NODE_A185_length_2511_cov_4.719803_BlackFly3	2511	No	NA	5	3	0	Low-quality	Genome-fragment	5.28	AAI-based (medium-confidence)	0.0	1.0	
NODE_A39_length_2509_cov_57.294819_BlackFly7	2509	No	NA	2	1	0	Low-quality	Genome-fragment	47.67	AAI-based (high-confidence)	0.0	1.0	
NODE_A125_length_2506_cov_3.019761_BlackFly36	2506	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_B3_length_2505_cov_68.359555_BlackFly17	2505	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A158_length_2503_cov_6.758450_BlackFly12	2503	No	NA	1	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
NODE_A72_length_2502_cov_45.657732_BlackFly21	2502	No	NA	1	1	0	Low-quality	Genome-fragment	47.44	AAI-based (high-confidence)	0.0	1.0	
NODE_A206_length_2501_cov_7.744637_BlackFly31	2501	No	NA	3	2	0	Low-quality	Genome-fragment	4.13	HMM-based (lower-bound)	0.0	1.0	
NODE_A192_length_2500_cov_16.574907_BlackFly16	2500	No	NA	4	1	0	Low-quality	Genome-fragment	1.44	HMM-based (lower-bound)	0.0	1.0	
NODE_A150_length_2489_cov_12.786070_BlackFly23	2489	No	NA	6	6	0	Low-quality	Genome-fragment	5.03	AAI-based (high-confidence)	0.0	1.0	
NODE_A126_length_2482_cov_3.885239_BlackFly36	2482	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
NODE_A83_length_2482_cov_3.816216_BlackFly5	2482	No	NA	2	2	0	Low-quality	Genome-fragment	0.89	AAI-based (medium-confidence)	0.0	1.0	
NODE_A102_length_2478_cov_8.424406_BlackFly34	2478	No	NA	4	3	0	Low-quality	Genome-fragment	6.16	AAI-based (medium-confidence)	0.0	1.0	
NODE_A195_length_2478_cov_13.037484_BlackFly16	2478	No	NA	2	1	0	Medium-quality	Genome-fragment	79.5	AAI-based (high-confidence)	0.0	1.0	
NODE_A76_length_2476_cov_3.694039_BlackFly21	2476	No	NA	3	2	0	Low-quality	Genome-fragment	3.83	HMM-based (lower-bound)	0.0	1.0	
NODE_A197_length_2470_cov_3.984538_BlackFly16	2470	No	NA	3	2	0	Low-quality	Genome-fragment	5.05	AAI-based (high-confidence)	0.0	1.0	
NODE_A78_length_2470_cov_22.205182_BlackFly21	2470	No	NA	1	1	0	Low-quality	Genome-fragment	46.89	AAI-based (high-confidence)	0.0	1.0	
NODE_A89_length_2468_cov_9.388959_BlackFly48	2468	No	NA	6	4	0	Low-quality	Genome-fragment	1.46	AAI-based (high-confidence)	0.0	1.0	
NODE_A204_length_2465_cov_4.731575_BlackFly28	2465	No	NA	3	1	0	Low-quality	Genome-fragment	3.23	HMM-based (lower-bound)	0.0	1.0	
NODE_A88_length_2465_cov_153.805276_BlackFly42	2465	No	NA	1	1	0	Low-quality	Genome-fragment	46.84	AAI-based (high-confidence)	0.0	1.0	
NODE_A133_length_2461_cov_8.196728_BlackFly15	2461	No	NA	2	1	0	Low-quality	Genome-fragment	47.15	AAI-based (high-confidence)	0.0	1.0	
NODE_A208_length_2461_cov_8.367869_BlackFly31	2461	No	NA	2	1	0	Medium-quality	Genome-fragment	53.62	AAI-based (medium-confidence)	0.0	1.0	
NODE_A78_length_2461_cov_5.195050_BlackFly30	2461	No	NA	2	2	0	Low-quality	Genome-fragment	0.9	AAI-based (medium-confidence)	0.0	1.0	
NODE_A69_length_2460_cov_6.216114_BlackFly44	2460	No	NA	5	3	0	Low-quality	Genome-fragment	5.06	AAI-based (medium-confidence)	0.0	1.0	
NODE_A107_length_2456_cov_135.892392_BlackFly34	2456	No	NA	2	1	0	Low-quality	Genome-fragment	46.63	AAI-based (high-confidence)	0.0	1.0	
NODE_A19_length_2455_cov_43.672414_BlackFly_NC_2_Jill	2455	No	NA	1	1	0	Low-quality	Genome-fragment	1.68	HMM-based (lower-bound)	0.0	1.0	
NODE_A134_length_2451_cov_8.590564_BlackFly15	2451	No	NA	5	3	0	Low-quality	Genome-fragment	2.78	HMM-based (lower-bound)	0.0	1.0	
NODE_A79_length_2451_cov_28.758635_BlackFly30	2451	No	NA	5	5	0	Low-quality	Genome-fragment	4.86	AAI-based (medium-confidence)	0.0	1.0	
NODE_A200_length_2446_cov_14.165471_BlackFly16	2446	No	NA	4	2	0	Low-quality	Genome-fragment	3.78	HMM-based (lower-bound)	0.0	1.0	
NODE_A201_length_2445_cov_18.630912_BlackFly16	2445	No	NA	1	1	0	Low-quality	Genome-fragment	46.42	AAI-based (high-confidence)	0.0	1.0	
NODE_A129_length_2444_cov_8.204901_BlackFly27	2444	No	NA	2	1	0	Medium-quality	Genome-fragment	78.3	AAI-based (high-confidence)	0.0	1.0	
NODE_A136_length_2443_cov_53.423077_BlackFly15	2443	No	NA	1	1	0	Low-quality	Genome-fragment	47.13	AAI-based (high-confidence)	0.0	1.0	
NODE_A130_length_2441_cov_5.409052_BlackFly27	2441	No	NA	1	1	0	Low-quality	Genome-fragment	47.23	AAI-based (high-confidence)	0.0	1.0	
NODE_A122_length_2437_cov_74.505085_BlackFly32	2437	No	NA	2	1	0	Low-quality	Genome-fragment	46.26	AAI-based (high-confidence)	0.0	1.0	
NODE_A50_length_2436_cov_4.694786_BlackFly9	2436	No	NA	3	2	0	Low-quality	Genome-fragment	3.73	AAI-based (high-confidence)	0.0	1.0	
NODE_A58_length_2436_cov_3.374311_BlackFly4	2436	No	NA	4	1	0	Low-quality	Genome-fragment	5.01	AAI-based (high-confidence)	0.0	1.0	
NODE_A80_length_2428_cov_9.630795_BlackFly21	2428	No	NA	2	1	0	Medium-quality	Genome-fragment	77.78	AAI-based (high-confidence)	0.0	1.0	
NODE_A52_length_2425_cov_5.050256_BlackFly9	2425	No	NA	2	2	0	Low-quality	Genome-fragment	5.65	AAI-based (medium-confidence)	0.0	1.0	
NODE_A124_length_2424_cov_8.370260_BlackFly29	2424	No	NA	4	2	0	Low-quality	Genome-fragment	5.37	AAI-based (medium-confidence)	0.0	1.0	
NODE_A125_length_2424_cov_6.199403_BlackFly32	2424	No	NA	3	3	0	Low-quality	Genome-fragment	5.28	AAI-based (high-confidence)	0.0	1.0	
NODE_A117_length_2416_cov_6.511757_BlackFly52	2416	No	NA	3	3	0	Low-quality	Genome-fragment	5.01	HMM-based (lower-bound)	0.0	1.0	
NODE_A205_length_2410_cov_15.909559_BlackFly16	2410	No	NA	1	1	0	Medium-quality	Genome-fragment	75.26	AAI-based (high-confidence)	0.0	1.0	
NODE_A206_length_2409_cov_8.265866_BlackFly16	2409	No	NA	5	2	0	Low-quality	Genome-fragment	4.52	AAI-based (medium-confidence)	0.0	1.0	
NODE_A163_length_2408_cov_31.861862_BlackFly23	2408	No	NA	1	1	0	Low-quality	Genome-fragment	45.63	AAI-based (high-confidence)	0.0	1.0	
NODE_A43_length_2402_cov_21.489462_BlackFly46	2402	No	NA	1	0	0	Low-quality	Genome-fragment	30.17	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A17_length_2400_cov_1.973741_BlackFly41	2400	No	NA	7	5	0	Low-quality	Genome-fragment	5.48	AAI-based (medium-confidence)	0.0	1.0	
NODE_A83_length_2400_cov_5.247955_BlackFly21	2400	No	NA	4	4	0	Low-quality	Genome-fragment	5.69	AAI-based (medium-confidence)	0.0	1.0	
NODE_A45_length_2395_cov_8.584556_BlackFly38	2395	No	NA	4	4	0	Low-quality	Genome-fragment	5.3	AAI-based (high-confidence)	0.0	1.0	
NODE_A213_length_2392_cov_3.036717_BlackFly28	2392	No	NA	2	1	0	Medium-quality	Genome-fragment	50.09	AAI-based (medium-confidence)	0.0	1.0	
NODE_A209_length_2389_cov_8.317042_BlackFly16	2389	No	NA	1	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
NODE_A222_length_2389_cov_30.111592_BlackFly31	2389	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A47_length_2389_cov_14.330450_BlackFly22	2389	No	NA	2	1	0	Low-quality	Genome-fragment	45.38	AAI-based (high-confidence)	0.0	1.0	
NODE_A47_length_2388_cov_15.396798_BlackFly45	2388	No	NA	1	0	0	Low-quality	Genome-fragment	22.48	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A71_length_2388_cov_16.182605_BlackFly39	2388	No	NA	5	3	0	Low-quality	Genome-fragment	7.16	AAI-based (high-confidence)	0.0	1.0	
NODE_A215_length_2385_cov_6.552860_BlackFly28	2385	No	NA	4	2	0	Low-quality	Genome-fragment	4.88	AAI-based (high-confidence)	0.0	1.0	
NODE_A36_length_2385_cov_9.404679_BlackFly24	2385	No	NA	5	4	0	Low-quality	Genome-fragment	5.0	AAI-based (medium-confidence)	0.0	1.0	
NODE_A120_length_2372_cov_4.429194_BlackFly52	2372	No	NA	3	2	0	Low-quality	Genome-fragment	4.31	AAI-based (medium-confidence)	0.0	1.0	
NODE_A48_length_2370_cov_3.375927_BlackFly22	2370	No	NA	2	1	0	Low-quality	Genome-fragment	1.25	HMM-based (lower-bound)	0.0	1.0	
NODE_A138_length_2369_cov_7.756545_BlackFly27	2369	No	NA	4	3	0	Low-quality	Genome-fragment	5.55	AAI-based (high-confidence)	0.0	1.0	
NODE_A121_length_2368_cov_3.124836_BlackFly52	2368	No	NA	4	4	0	Low-quality	Genome-fragment	6.84	AAI-based (high-confidence)	0.0	1.0	
NODE_A224_length_2367_cov_10.780786_BlackFly31	2367	No	NA	2	1	0	Low-quality	Genome-fragment	44.92	AAI-based (high-confidence)	0.0	1.0	
