queryID	taxID	perc_identity
NODE_A36130_length_537_cov_2.217391_BlackFly27	1592098	58.1
NODE_A361_length_1548_cov_3.838885_BlackFly16	33995	62.8
NODE_A36248_length_529_cov_3.307522_BlackFly14	469	99.15
NODE_A362_length_1819_cov_5.952928_BlackFly31	10239	62
NODE_A362_length_881_cov_2.449005_BlackFly35	2970918	85.8
NODE_A363_length_1539_cov_2.437073_BlackFly16	2950858	88.3
NODE_A363_length_1640_cov_2.946897_BlackFly39	92395	60.352
NODE_A363_length_1745_cov_65.034772_BlackFly23	2742540	88
NODE_A3645_length_625_cov_8.209854_BlackFly_NC_Ludovica_1	1913989	87.4
NODE_A3648_length_1001_cov_4.664502_BlackFly27	2832643	99
NODE_A3648_length_872_cov_3.591195_BlackFly19	2832643	55.4
NODE_A364_length_1004_cov_4.487594_BlackFly53	1318463	58.8
NODE_A364_length_1266_cov_2.267452_BlackFly59	119060	62.3
NODE_A364_length_1538_cov_21.818617_BlackFly16	2809552	38.9
NODE_A365_length_1200_cov_3.714159_BlackFly32	91347	92.52
NODE_A365_length_771_cov_2.108069_BlackFly4	433	68.9
NODE_A3666_length_502_cov_1.284706_BlackFly53	562	45.376
NODE_A366_length_1057_cov_4.629592_BlackFly42	2737089	74.3
NODE_A366_length_1115_cov_2.669557_BlackFly18	2789885	58.3
NODE_A366_length_1197_cov_5.194643_BlackFly15	28882	71.7
NODE_A366_length_1529_cov_3.798209_BlackFly16	91347	77.25
NODE_A3679_length_567_cov_3.075510_BlackFly10	91347	73.7571428571429
NODE_A3681_length_567_cov_2.961224_BlackFly10	186617	62.8
NODE_A3686_length_973_cov_7.508929_BlackFly23	59814	98.1
NODE_A368_length_1538_cov_4.238193_BlackFly12	2972347	76.4
NODE_A3691_length_524_cov_1.635347_BlackFly31	66269	92.5
NODE_A369_length_992_cov_4.386885_BlackFly53	2	97.1
NODE_A36_length_10357_cov_588.045525_BlackFly28	2565153	95.6
NODE_A36_length_2385_cov_9.404679_BlackFly24	1	78.8625
NODE_A36_length_2609_cov_72.198657_BlackFly7	1035309	35.2
NODE_A36_length_2653_cov_5.665373_BlackFly46	1344963	56.875
NODE_A36_length_2676_cov_4.632936_BlackFly58	523909	45.2
NODE_A36_length_3123_cov_27.518385_BlackFly22	2744808	82.6
NODE_A36_length_3533_cov_13.183160_BlackFly21	2742544	75.1
NODE_A36_length_3548_cov_59.683665_BlackFly9	1206794	45.8333333333333
NODE_A36_length_3631_cov_14.490996_BlackFly14	2605270	98
NODE_A36_length_3799_cov_98.511822_BlackFly44	607716	27.65
NODE_A36_length_3817_cov_5.116845_BlackFly4	231053	73.3
NODE_A36_length_3843_cov_15.658258_BlackFly59	3020468	56
NODE_A36_length_4096_cov_51.369744_BlackFly32	1923734	43.4
NODE_A36_length_4202_cov_5.595636_BlackFly5	998086	47.4
NODE_A36_length_4296_cov_4.457928_BlackFly48	570	99.49375
NODE_A36_length_5219_cov_6.729288_BlackFly52	1834188	94.5
NODE_A36_length_5398_cov_6.532043_BlackFly23	257438	50.7
NODE_A36_length_5708_cov_24.534896_BlackFly31	91914	98.3333333333333
NODE_A36_length_5963_cov_93.380904_BlackFly29	2689573	61.2
NODE_A36_length_7122_cov_27.061746_BlackFly3	1955153	37.1
NODE_A36_length_8132_cov_34.140286_BlackFly16	2970918	93.5
NODE_A3701_length_595_cov_5.832046_BlackFly16	553	100
NODE_A3701_length_808_cov_2.846785_BlackFly43	286	98.264
NODE_A3703_length_972_cov_4.423464_BlackFly23	3020390	63.6
NODE_A370_length_1091_cov_2.806706_BlackFly48	570	100
NODE_A370_length_1514_cov_12.560891_BlackFly16	2742541	85.8
NODE_A370_length_1789_cov_20.364486_BlackFly14	939922	80.35
NODE_A370_length_765_cov_3.898256_BlackFly4	2630326	95.45
NODE_A370_length_934_cov_5.295216_BlackFly30	553	99.2
NODE_A371_length_1484_cov_6.702203_BlackFly19	59201	53.6
NODE_A371_length_1633_cov_134.978149_BlackFly39	37960	39.425
NODE_A371_length_1789_cov_8.683411_BlackFly14	2592795	46.4
NODE_A371_length_908_cov_2.670277_BlackFly44	286	98.7666666666667
NODE_A372_length_1147_cov_9.446729_BlackFly52	2559587	34.05
NODE_A372_length_762_cov_1.776642_BlackFly4	33964	99.18
NODE_A3735_length_1068_cov_2.080727_BlackFly14	2100421	48.6
NODE_A373_length_1245_cov_4.123288_BlackFly59	2301649	33
NODE_A373_length_1261_cov_3.954392_BlackFly25	399394	71.55
NODE_A3747_length_520_cov_2.787810_BlackFly31	2559587	83.1
NODE_A374_length_1030_cov_9.600210_BlackFly21	2546034	66.4
NODE_A374_length_1101_cov_4.079102_BlackFly6	559173	95.61
NODE_A374_length_1144_cov_4.242737_BlackFly52	1	65.42
NODE_A374_length_1241_cov_5.831615_BlackFly59	1510841	42.5
NODE_A3751_length_520_cov_2.088036_BlackFly31	1	99.736
NODE_A3756_length_621_cov_5.555147_BlackFly_NC_Ludovica_1	728066	60.7
NODE_A375_length_1672_cov_3.076489_BlackFly27	1913989	56.3
NODE_A3766_length_970_cov_6.421053_BlackFly3	464095	44.75
NODE_A376_length_1139_cov_11.841808_BlackFly52	1940570	45.2
NODE_A376_length_1178_cov_1.676658_BlackFly15	257438	76
NODE_A376_length_1181_cov_4.353261_BlackFly32	2630326	98.9
NODE_A376_length_1853_cov_3.476914_BlackFly3	92521	46.2
NODE_A3778_length_509_cov_5.150463_BlackFly_NC_3_Jill	55080	63.1
NODE_A377_length_1138_cov_4.030160_BlackFly52	38018	54.9
NODE_A377_length_1630_cov_3.848680_BlackFly39	92395	55.92
NODE_A377_length_759_cov_1.280059_BlackFly4	549	87.1
NODE_A3784_length_1188_cov_4.446445_BlackFly34	613	65.7
NODE_A378_length_1027_cov_18.238947_BlackFly21	2925283	40.3
NODE_A378_length_1108_cov_4.085354_BlackFly38	432261	98.7
NODE_A379_length_1497_cov_5.484507_BlackFly16	1236	91.51
NODE_A379_length_1657_cov_2.648101_BlackFly28	2006684	30.2
NODE_A379_length_626_cov_3.843352_BlackFly37	1	53.445
NODE_A37_length_1726_cov_3.627047_BlackFly13	2732396	42.6
NODE_A37_length_2600_cov_3.904082_BlackFly46	2905258	51.3
NODE_A37_length_2625_cov_27.382261_BlackFly58	2485919	83.7
NODE_A37_length_2975_cov_6.531401_BlackFly35	562	38.6
NODE_A37_length_3001_cov_7.738372_BlackFly22	2682568	28.65
NODE_A37_length_3262_cov_38.429199_BlackFly53	2742543	38.6
NODE_A37_length_3468_cov_5.514597_BlackFly9	29385	81.8
NODE_A37_length_3512_cov_9.420378_BlackFly21	1539051	42
NODE_A37_length_3516_cov_15.858098_BlackFly39	53335	98.65
NODE_A37_length_3594_cov_69.020756_BlackFly14	1923734	42.5
NODE_A37_length_3683_cov_5.395452_BlackFly4	2501057	55.8
NODE_A37_length_3772_cov_156.661164_BlackFly44	908830	60.7
NODE_A37_length_4071_cov_34.461192_BlackFly20	2832643	99.6
NODE_A37_length_4097_cov_6.321642_BlackFly5	2006684	43.6
NODE_A37_length_4464_cov_26.877593_BlackFly30	2813573	83
NODE_A37_length_5184_cov_10.100646_BlackFly52	1	99.65
NODE_A37_length_5272_cov_9.970549_BlackFly23	506	45.3625
NODE_A37_length_5612_cov_17.725926_BlackFly12	28882	56.9
NODE_A37_length_5631_cov_26.437703_BlackFly31	2742553	40.1
NODE_A37_length_5872_cov_8.683175_BlackFly27	434	62.5666666666667
NODE_A37_length_6554_cov_10.364675_BlackFly43	597456	66
NODE_A37_length_7750_cov_173.563274_BlackFly49	2648722	71.3
NODE_A3800_length_619_cov_8.940959_BlackFly_NC_Ludovica_1	2024837	59.5
NODE_A3803_length_1187_cov_3.825225_BlackFly34	38018	98.9
NODE_A380_length_1494_cov_9.330981_BlackFly16	53335	98.2461538461538
NODE_A380_length_1665_cov_17.690806_BlackFly27	286	99.4
NODE_A380_length_1848_cov_210.853190_BlackFly3	2691998	98.9
NODE_A38117_length_519_cov_1.212670_BlackFly14	33074	63.1
NODE_A38134_length_662_cov_3.805128_BlackFly34	2675442	68.7
NODE_A381_length_1104_cov_7.576436_BlackFly18	10239	58.15
NODE_A381_length_1133_cov_3.587121_BlackFly52	1017181	65.5
NODE_A381_length_1731_cov_7.288996_BlackFly23	91915	97.6
NODE_A3823_length_800_cov_3.042877_BlackFly43	286	72.525
NODE_A382_length_1047_cov_2.052577_BlackFly42	2950805	63.7
NODE_A382_length_1132_cov_2.758294_BlackFly52	1	98.92
NODE_A382_length_1491_cov_10.817539_BlackFly16	2973214	97.2
NODE_A382_length_1660_cov_23.781428_BlackFly27	2832643	99.7
NODE_A382_length_704_cov_3.993620_BlackFly20	37960	90.025
NODE_A383_length_792_cov_8.848951_BlackFly_NC_Jara_2	1879010	44.4
NODE_A38441_length_660_cov_6.289880_BlackFly34	2720931	61.1
NODE_A3846_length_699_cov_2.413183_BlackFly11	518105	47.975
NODE_A384_length_1075_cov_3.463928_BlackFly48	53335	91.7875
NODE_A384_length_1465_cov_5.436599_BlackFly19	2832643	66.2
NODE_A3851_length_516_cov_1.441913_BlackFly31	2202644	72.2333333333333
NODE_A385_length_1158_cov_6.234043_BlackFly15	610244	95.3
NODE_A385_length_1474_cov_15.574803_BlackFly16	2689127	78.8
NODE_A385_length_1657_cov_59.009494_BlackFly27	53335	98.65
NODE_A385_length_701_cov_1.741987_BlackFly20	433	58.7833333333334
NODE_A385_length_891_cov_4.966830_BlackFly44	286	97.3
NODE_A3860_length_589_cov_3.248047_BlackFly16	2731645	43.7555555555556
NODE_A3863_length_616_cov_9.319109_BlackFly_NC_Ludovica_1	10239	55.5
NODE_A386_length_1474_cov_14.945598_BlackFly16	1929313	74.2
NODE_A386_length_1483_cov_452.756046_BlackFly12	2832643	96.3
NODE_A3871_length_693_cov_3.274351_BlackFly7	1	61.9
NODE_A387_length_1076_cov_7.400400_BlackFly6	2027243	51.8
NODE_A387_length_1122_cov_3.911962_BlackFly52	38018	65.95
NODE_A387_length_1726_cov_5.720437_BlackFly23	2815753	82.5
NODE_A3883_length_514_cov_1.448513_BlackFly31	2067395	80.9
NODE_A3895_length_618_cov_7.665434_BlackFly_NC_1_Jill	91347	51.5
NODE_A3897_length_618_cov_6.977819_BlackFly_NC_1_Jill	2731619	53.3
NODE_A389_length_1015_cov_2.418977_BlackFly22	28882	46.4
NODE_A389_length_886_cov_6.405439_BlackFly44	2695352	95.5
NODE_A38_length_10125_cov_32.229797_BlackFly28	158836	97.1
NODE_A38_length_1922_cov_43.859621_BlackFly11	1654577	30.3
NODE_A38_length_21154_cov_25.585140_BlackFly19	53335	97.3
NODE_A38_length_2263_cov_13.196249_BlackFly25	2923178	75
NODE_A38_length_2624_cov_8.990185_BlackFly58	3020468	63.9
NODE_A38_length_2922_cov_9.977153_BlackFly22	246409	43.4
NODE_A38_length_3364_cov_6.170368_BlackFly9	69393	96.3
NODE_A38_length_3435_cov_7.592912_BlackFly4	709323	88.9
NODE_A38_length_3500_cov_124.680689_BlackFly14	2742543	31
NODE_A38_length_3753_cov_88.126224_BlackFly42	1708483	42.4
NODE_A38_length_3801_cov_3.544844_BlackFly59	1654741	77.8666666666667
NODE_A38_length_3879_cov_8.441084_BlackFly20	38018	96.9
NODE_A38_length_3992_cov_14.223244_BlackFly32	472693	75.7
NODE_A38_length_4017_cov_4.228934_BlackFly5	2788787	35
NODE_A38_length_4454_cov_29.302947_BlackFly30	47880	92.7
NODE_A38_length_5118_cov_6.721682_BlackFly52	186826	74.6
NODE_A38_length_5581_cov_1732.139353_BlackFly31	2501054	78.8
NODE_A38_length_5661_cov_13.122314_BlackFly29	33074	93
NODE_A38_length_5751_cov_7.578604_BlackFly27	2490851	79.8
NODE_A38_length_6353_cov_7.141332_BlackFly43	2953806	93
NODE_A38_length_6591_cov_431.321615_BlackFly3	2692018	88.8
NODE_A3900_length_587_cov_5.066667_BlackFly16	553	99.2
NODE_A390_length_1095_cov_16.807466_BlackFly38	1027415	45.5
NODE_A390_length_1287_cov_3.323967_BlackFly29	53335	96.25
NODE_A390_length_907_cov_2.379518_BlackFly30	91347	93.1
NODE_A391_length_1114_cov_4.778206_BlackFly52	2742553	52.5
NODE_A39201_length_656_cov_4.041451_BlackFly34	1	63.864
NODE_A3921_length_794_cov_2.390516_BlackFly43	1358	98.3666666666667
NODE_A3928_length_858_cov_1.923175_BlackFly19	2742553	63.1
NODE_A3929_length_1055_cov_3.642127_BlackFly14	91915	99.3
NODE_A3929_length_591_cov_1.896887_BlackFly24	208223	99
NODE_A392_length_1010_cov_2.769561_BlackFly21	2731619	29.55
NODE_A392_length_1068_cov_2.611504_BlackFly6	939922	84.8571428571429
NODE_A392_length_1624_cov_5.668390_BlackFly28	37960	75
NODE_A392_length_1794_cov_4.954572_BlackFly34	2601605	46.3
NODE_A3934_length_958_cov_2.850170_BlackFly23	59814	69.5
NODE_A39365_length_512_cov_1.517241_BlackFly14	2	69.0714285714286
NODE_A3936_length_539_cov_0.712121_BlackFly59	433	60.1
NODE_A3939_length_958_cov_1.982974_BlackFly23	2815753	86.3
NODE_A393_length_1067_cov_3.987879_BlackFly6	348097	67.15
NODE_A393_length_1143_cov_3.752345_BlackFly15	657387	40.4
NODE_A393_length_2058_cov_4.304897_BlackFly49	2742544	74.3
NODE_A3948_length_726_cov_6.238829_BlackFly29	53335	98.6875
NODE_A394_length_1111_cov_2.663443_BlackFly52	2030127	59.9
NODE_A394_length_1443_cov_12.909956_BlackFly16	2970918	85.2
NODE_A395_length_1608_cov_8.525147_BlackFly39	3013107	70.1
NODE_A395_length_1819_cov_3.521240_BlackFly3	561	56.825
NODE_A39619_length_510_cov_3.304850_BlackFly14	1507870	50.2
NODE_A396_length_1005_cov_5.731681_BlackFly_NC_Ludovica_1	2591644	70.6
NODE_A396_length_1432_cov_6.985978_BlackFly16	1481187	28.7
NODE_A396_length_1766_cov_19.216104_BlackFly14	2737084	89.3
NODE_A3974_length_1051_cov_3.455852_BlackFly14	2100421	70.1
NODE_A3978_length_537_cov_2.058696_BlackFly59	2648722	71.9
NODE_A397_length_1428_cov_3.108068_BlackFly16	1940570	52.7
NODE_A397_length_1648_cov_3.031190_BlackFly27	1260358	89.5
NODE_A397_length_1791_cov_4.837806_BlackFly34	3004038	28.78
NODE_A398_length_1152_cov_4.379535_BlackFly32	57706	91.8
NODE_A398_length_1447_cov_5.272993_BlackFly12	10239	63
NODE_A398_length_1817_cov_7.018391_BlackFly3	2909207	71.1
NODE_A399_length_1107_cov_1.835922_BlackFly52	91914	95.7
NODE_A399_length_1129_cov_2.275665_BlackFly15	2832643	71
NODE_A39_length_10076_cov_19.291229_BlackFly28	2970918	94.6
NODE_A39_length_1890_cov_14.421953_BlackFly47	2695350	80.3
NODE_A39_length_1893_cov_8.268722_BlackFly11	432587	47.5
NODE_A39_length_2121_cov_6.397750_BlackFly18	523909	47.9
NODE_A39_length_2509_cov_57.294819_BlackFly7	939922	83.52
NODE_A39_length_2852_cov_26.087928_BlackFly35	2653704	77.3
NODE_A39_length_3308_cov_6.967812_BlackFly9	2608354	87.9
NODE_A39_length_3461_cov_7.162234_BlackFly14	2605270	98
NODE_A39_length_3638_cov_7033.228868_BlackFly34	2973079	79.8
NODE_A39_length_3748_cov_83.554072_BlackFly42	1923734	42.7
NODE_A39_length_3793_cov_10.458288_BlackFly59	3020468	71.6
NODE_A39_length_3878_cov_10.250197_BlackFly32	53335	95.3
NODE_A39_length_4344_cov_20.511132_BlackFly30	1035309	39
NODE_A39_length_5112_cov_50.409930_BlackFly52	2494702	99.5
NODE_A39_length_5253_cov_131.123454_BlackFly29	2832643	87.5
NODE_A39_length_5331_cov_20442.768938_BlackFly12	2832643	96.3
NODE_A39_length_5478_cov_7.599333_BlackFly31	573	83.1
NODE_A39_length_5672_cov_45.147453_BlackFly27	1236	99.7333333333333
NODE_A39_length_5914_cov_32.539489_BlackFly36	1224	34.78
NODE_A39_length_6500_cov_15.389693_BlackFly3	10239	74.8
NODE_A39_length_7965_cov_30.469447_BlackFly16	2970918	89.6
NODE_A3_length_10120_cov_17.108035_BlackFly35	546	83
NODE_A3_length_14006_cov_17.173666_BlackFly14	2605270	96.4
NODE_A3_length_14605_cov_15.717924_BlackFly20	38018	97.2
NODE_A3_length_1908_cov_6.176406_BlackFly_NC_3_Jill	251698	63.75
NODE_A3_length_2606_cov_64.838276_BlackFly_NC_Jara_2	1922906	40.1
NODE_A3_length_30956_cov_43.082645_BlackFly44	2834378	52.2
NODE_A3_length_33401_cov_67.652683_BlackFly49	433	72.7
NODE_A3_length_36696_cov_51.224364_BlackFly5	2605270	68
NODE_A3_length_38625_cov_28.496783_BlackFly39	2788790	53.5
NODE_A3_length_39392_cov_23.396922_BlackFly21	2951194	93.7
NODE_A3_length_40192_cov_45.821488_BlackFly43	2832643	72.7
NODE_A3_length_42034_cov_334.195367_BlackFly29	553	99.3
NODE_A3_length_42322_cov_1840.807457_BlackFly15	1903409	84.8
NODE_A3_length_42490_cov_75.470658_BlackFly27	231053	76.3
NODE_A3_length_43351_cov_1367.442876_BlackFly23	69393	95.6
NODE_A3_length_45309_cov_27.582132_BlackFly57	1806493	77.4
NODE_A3_length_47653_cov_295.593387_BlackFly30	53335	87.5
NODE_A3_length_53952_cov_119.832872_BlackFly3	208224	99.2
NODE_A3_length_56227_cov_17.126251_BlackFly28	2178928	97.6
NODE_A3_length_62729_cov_505.503879_BlackFly16	2267655	54.6
NODE_A3_length_64792_cov_76.984702_BlackFly12	403962	37.8
NODE_A3_length_6542_cov_340.675793_BlackFly8	10239	36
NODE_A3_length_7795_cov_691.701088_BlackFly11	3870	37.3
NODE_A3_length_9043_cov_1457.869619_BlackFly33	2201279	55.7
NODE_A3_length_9446_cov_630.587363_BlackFly45	1923137	99.6
NODE_A4002_length_1004_cov_3.603020_BlackFly39	2689984	60.3
NODE_A400_length_1415_cov_6.147235_BlackFly16	549	97.7
NODE_A400_length_1732_cov_4.189124_BlackFly31	1131292	98.8
NODE_A4010_length_584_cov_1.059172_BlackFly42	2829161	77.4
NODE_A4012_length_584_cov_0.857988_BlackFly42	543	98.8
NODE_A401_length_1020_cov_1.930011_BlackFly42	2950805	63.9
NODE_A402_length_1103_cov_1.661793_BlackFly52	570	99.6
NODE_A402_length_1120_cov_10.428571_BlackFly15	2973216	60
NODE_A402_length_1814_cov_3.303397_BlackFly3	2806549	87
NODE_A40365_length_506_cov_3.543124_BlackFly14	1930536	45.6
NODE_A4037_length_1001_cov_10.547619_BlackFly39	549	93.95
NODE_A403_length_1046_cov_2.326109_BlackFly6	2832643	94.3
NODE_A403_length_1203_cov_3.985790_BlackFly59	2648722	80.7
NODE_A403_length_1600_cov_457.849639_BlackFly39	37960	25.05
NODE_A40491_length_501_cov_0.931604_BlackFly39	478825	32.2
NODE_A404_length_1442_cov_4.851282_BlackFly19	2975239	73.3
NODE_A404_length_1567_cov_2.964430_BlackFly43	1955172	41.1
NODE_A404_length_687_cov_2.568852_BlackFly20	91347	98.2090909090909
NODE_A4052_length_587_cov_1.588235_BlackFly24	2585031	86.8
NODE_A405_length_1044_cov_2.238883_BlackFly6	1	25.35
NODE_A405_length_1095_cov_2.103143_BlackFly11	2789885	51.9
NODE_A405_length_2009_cov_5.785197_BlackFly49	1256787	89.6
NODE_A4061_length_547_cov_4.138298_BlackFly_NC_Ludovica_2	82367	82.4
NODE_A4066_length_602_cov_2.824762_BlackFly22	1859161	74
NODE_A406_length_1756_cov_98.772484_BlackFly14	2597175	70.4
NODE_A4073_length_851_cov_13.485788_BlackFly19	2648722	65.5
NODE_A407_length_1014_cov_6.943436_BlackFly_NC_1_Jill	117574	71.3
NODE_A407_length_1089_cov_5.444664_BlackFly18	10239	62.425
NODE_A407_length_1578_cov_3.489007_BlackFly28	469	76.05
NODE_A407_length_686_cov_4.292282_BlackFly20	38018	96.4
NODE_A4081_length_659_cov_1.764605_BlackFly57	2824581	63.8
NODE_A40_length_1624_cov_2.918552_BlackFly41	2832643	67.8
NODE_A40_length_2094_cov_15.730293_BlackFly18	3020468	70
NODE_A40_length_2576_cov_6.911164_BlackFly58	28214	39.5
NODE_A40_length_2737_cov_5.751880_BlackFly38	2692084	56.4
NODE_A40_length_2996_cov_4.480644_BlackFly4	33958	59.5833333333333
NODE_A40_length_3022_cov_7.894397_BlackFly53	64648	85.2
NODE_A40_length_3480_cov_27.444314_BlackFly21	1903409	64.95
NODE_A40_length_3747_cov_7.343869_BlackFly42	354276	98.0833333333333
NODE_A40_length_3918_cov_8.968237_BlackFly5	198110	42
NODE_A40_length_4032_cov_11.682427_BlackFly48	2948885	78.75
NODE_A40_length_4990_cov_6.029310_BlackFly23	33074	97.9
NODE_A40_length_5000_cov_16.924436_BlackFly52	91915	96.6
NODE_A40_length_5299_cov_5.524895_BlackFly12	202954	64.4
NODE_A40_length_5823_cov_36.175426_BlackFly36	2832643	37.7
NODE_A40_length_7833_cov_18.869778_BlackFly16	470933	90.3
NODE_A40_length_9718_cov_44.307852_BlackFly28	2027922	90.9
NODE_A4101_length_641_cov_18.943262_BlackFly_NC_2_Jill	356	59.3
NODE_A4102_length_580_cov_3.729622_BlackFly42	415421	99.5
NODE_A4109_length_502_cov_1.995294_BlackFly31	53335	97.55
NODE_A410_length_1716_cov_122.747407_BlackFly31	2975239	72.2
NODE_A411_length_1797_cov_4.268023_BlackFly3	1903409	71.8
NODE_A411_length_884_cov_3.525403_BlackFly30	430457	52
NODE_A4120_length_1040_cov_2.284528_BlackFly14	2100421	48.2
NODE_A4123_length_580_cov_2.848907_BlackFly16	33074	58.1
NODE_A413_length_882_cov_3.222360_BlackFly30	2003658	91.5
NODE_A415_length_1370_cov_3.291570_BlackFly36	231053	92.9
NODE_A415_length_1404_cov_12.415222_BlackFly12	2973216	61.6
NODE_A4163_length_500_cov_1.834515_BlackFly31	2742553	63.3
NODE_A4164_length_945_cov_4.776498_BlackFly23	1631	96.2
NODE_A4170_length_607_cov_9.622642_BlackFly_NC_1_Jill	2604899	66.8
NODE_A417_length_1679_cov_19.229089_BlackFly23	2630326	93.05
NODE_A4181_length_945_cov_1.770737_BlackFly23	2832643	42.5
NODE_A418_length_1028_cov_2.554154_BlackFly6	2809552	76
NODE_A418_length_1096_cov_4.843965_BlackFly15	1236	84.8
NODE_A418_length_1390_cov_2.654227_BlackFly16	2315392	67.9
NODE_A418_length_1554_cov_5.968179_BlackFly28	597456	76.2
NODE_A4194_length_857_cov_2.037179_BlackFly45	147541	85.6666666666667
NODE_A419_length_1004_cov_2.807983_BlackFly42	2832643	57.9
NODE_A419_length_1384_cov_4.170620_BlackFly16	2759203	51.7
NODE_A41_length_17958_cov_14.794363_BlackFly19	2499073	87.5
NODE_A41_length_2558_cov_4.206771_BlackFly58	3020468	47.6
NODE_A41_length_2866_cov_4.464324_BlackFly53	2731990	69
NODE_A41_length_3449_cov_140.247331_BlackFly14	1923734	35.3
NODE_A41_length_3458_cov_26.616386_BlackFly21	2769281	46.9
NODE_A41_length_3849_cov_4.683722_BlackFly5	198110	36.9
NODE_A41_length_3915_cov_13.124544_BlackFly6	147550	38.05
NODE_A41_length_4141_cov_14.204478_BlackFly30	2666183	86.3
NODE_A41_length_4968_cov_7.322633_BlackFly23	2831174	76
NODE_A41_length_5367_cov_8.359546_BlackFly15	1590	99.75
NODE_A41_length_6456_cov_58.331713_BlackFly3	47834	24.6
NODE_A42011_length_508_cov_1.148492_BlackFly27	563199	52.2
NODE_A420_length_1003_cov_3.511879_BlackFly42	91915	96.7
NODE_A420_length_1095_cov_3.653242_BlackFly15	1755792	68.8
NODE_A420_length_1261_cov_3.114865_BlackFly29	2728102	46
NODE_A420_length_1275_cov_9.564274_BlackFly57	1256786	99.4
NODE_A420_length_718_cov_2.497660_BlackFly4	2559917	85.3
NODE_A4214_length_543_cov_4.135193_BlackFly_NC_Ludovica_2	469	57.9625
NODE_A4218_length_637_cov_8.419643_BlackFly_NC_2_Jill	642	62.7
NODE_A421_length_992_cov_8.168306_BlackFly_NC_Ludovica_1	325217	84.35
NODE_A42239_length_507_cov_1.227907_BlackFly27	2100421	93.3
NODE_A4228_length_943_cov_2.389145_BlackFly3	1	72.15
NODE_A422_length_1073_cov_4.007028_BlackFly52	2080494	92
NODE_A422_length_674_cov_1.628141_BlackFly20	433	48.8333333333333
NODE_A42453_length_506_cov_1.277389_BlackFly27	5506	99.064
NODE_A424_length_1260_cov_3.415046_BlackFly57	2575324	38.9
NODE_A424_length_1412_cov_3.455431_BlackFly19	2692001	86.1
NODE_A424_length_873_cov_4.542714_BlackFly30	1923734	51.7
NODE_A4254_length_576_cov_1.619238_BlackFly16	1903409	98.15
NODE_A4256_length_679_cov_2.825581_BlackFly7	2832643	94.1
NODE_A4259_length_635_cov_24.037634_BlackFly_NC_2_Jill	531310	78.1
NODE_A425_length_1060_cov_8.291963_BlackFly47	2973216	60.5
NODE_A425_length_817_cov_4.324324_BlackFly35	91347	95.14
NODE_A426_length_1125_cov_3.086832_BlackFly32	28901	64.5307692307692
NODE_A4270_length_940_cov_2.960603_BlackFly3	29447	76.5
NODE_A42735_length_504_cov_3.918033_BlackFly27	53335	96.2285714285714
NODE_A427_length_1067_cov_4.689899_BlackFly52	2695350	78.4
NODE_A427_length_1665_cov_10.703401_BlackFly23	2745	50.1
NODE_A427_length_981_cov_1.396018_BlackFly21	2788787	48.4
NODE_A4284_length_575_cov_1.819277_BlackFly16	1	64.3
NODE_A428_length_903_cov_12.098063_BlackFly_NC_Jara_1	183795	66.4
NODE_A4293_length_583_cov_1.310277_BlackFly46	2976705	94.1
NODE_A429_length_836_cov_2.342556_BlackFly_NC_Ludovica_2	1344951	74.5
NODE_A429_length_852_cov_4.338065_BlackFly5	1580	96.9
NODE_A42_length_2386_cov_4.276743_BlackFly58	523909	35.7
NODE_A42_length_2813_cov_7.030702_BlackFly22	1923734	34.4
NODE_A42_length_2815_cov_7.669102_BlackFly35	53335	89.9333333333333
NODE_A42_length_2843_cov_5.553507_BlackFly4	33964	99.5
NODE_A42_length_2979_cov_13.244659_BlackFly9	665913	81.6
NODE_A42_length_3119_cov_16.125575_BlackFly39	549	86.6
NODE_A42_length_3612_cov_122.659689_BlackFly42	2742544	75.2
NODE_A42_length_3670_cov_6.072363_BlackFly44	1923734	41.9
NODE_A42_length_3674_cov_13.801501_BlackFly59	3020468	58.6
NODE_A42_length_3837_cov_5.978989_BlackFly5	3025445	36.3
NODE_A42_length_3928_cov_10.372111_BlackFly48	53335	99.4333333333333
NODE_A42_length_4061_cov_11.913655_BlackFly30	306	91.8
NODE_A42_length_4838_cov_5.731779_BlackFly27	1260358	70.4
NODE_A42_length_4953_cov_27.455291_BlackFly23	53335	88.76
NODE_A42_length_5127_cov_10.418614_BlackFly29	2234092	50.4
NODE_A42_length_5285_cov_5.798579_BlackFly15	1590	99.54
NODE_A42_length_5731_cov_8.888221_BlackFly36	2201317	57.7
NODE_A42_length_6423_cov_33.354869_BlackFly3	2202563	32.3
NODE_A42_length_6676_cov_44.756933_BlackFly16	597456	69.9
NODE_A4301_length_551_cov_5.962025_BlackFly_NC_Jara_1	681627	85.6
NODE_A4302_length_582_cov_3.461386_BlackFly46	2249930	40.9
NODE_A430_length_1529_cov_5.803030_BlackFly28	2737080	88.3
NODE_A431_length_1061_cov_5.707317_BlackFly52	38018	63.05
NODE_A431_length_1120_cov_5.418025_BlackFly32	2719591	26
NODE_A431_length_1342_cov_5.961265_BlackFly16	53335	93.12
NODE_A431_length_989_cov_2.651316_BlackFly42	657016	94.9
NODE_A4321_length_527_cov_1.464444_BlackFly59	543	99.3680000000001
NODE_A4326_length_527_cov_1.322222_BlackFly59	46255	85.55
NODE_A432_length_1063_cov_2.126775_BlackFly15	2742544	90.1
