	Kingdom	Phylum	Class	Order	Family	Genus	Species
NODE_A296_length_1248_cov_10.020495_BlackFly6	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A297_length_1386_cov_5.347594_BlackFly59	Viruses	Uroviricota	Caudoviricetes	unclassified	Ackermannviridae	Miltonvirus	Miltonvirus MAM1
NODE_A29837_length_716_cov_2.131455_BlackFly34	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A2984_length_507_cov_2.713953_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A298_length_1032_cov_6.752880_BlackFly5	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Moabitevirus	unclassified
NODE_A298_length_1390_cov_8.681645_BlackFly45	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Cryspovirus	Saccharomyces cerevisiae cryspovirus 1
NODE_A298_length_1930_cov_8.246087_BlackFly28	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	unclassified
NODE_A298_length_804_cov_3.233838_BlackFly20	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae polymycovirus 2
NODE_A2992_length_521_cov_4.966216_BlackFly52	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified	Motacilla densovirus
NODE_A2993_length_1127_cov_1213.373333_BlackFly14	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Aspergillus ochraceous virus
NODE_A2993_length_737_cov_2.336364_BlackFly47	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A2994_length_591_cov_5.383268_BlackFly10	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A2998_length_699_cov_21.313505_BlackFly_NC_2_Jill	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Jarrellvirus	Jarrellvirus BCAJ1
NODE_A299_length_1114_cov_5.323047_BlackFly53	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A29_length_1377_cov_9.647692_BlackFly33	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	unclassified	unclassified	Cotoneaster microphyllus picorna-like virus
NODE_A29_length_1847_cov_169.840113_BlackFly13	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	unclassified
NODE_A29_length_3732_cov_3.475239_BlackFly21	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	Pettyvirus	Pettyvirus petty
NODE_A29_length_3981_cov_409.724385_BlackFly14	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A29_length_4477_cov_5.117955_BlackFly20	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	unclassified	Iflaviridae sp.
NODE_A29_length_4484_cov_17.315861_BlackFly59	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A29_length_5866_cov_14.683365_BlackFly30	Viruses	unclassified	unclassified	unclassified	unclassified	Botybirnavirus	Plasmopara viticola lesion associated botybirna 1
NODE_A29_length_7394_cov_8.022824_BlackFly29	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Vidquintavirus	Vidquintavirus Vid5
NODE_A2_length_11923_cov_14.729782_BlackFly13	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Polycipiviridae	unclassified	Fushun polycipivirus 1
NODE_A2_length_12540_cov_26.538474_BlackFly33	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Septimatrevirus	Pseudomonas phage vB_Pae_TR
NODE_A2_length_13078_cov_52.980694_BlackFly11	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	unclassified	unclassified	unclassified
NODE_A2_length_2961_cov_28.619972_BlackFly_NC_Jara_2	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Hubei lepidoptera virus 5
NODE_A2_length_39247_cov_103.982665_BlackFly52	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	unclassified	unclassified
NODE_A2_length_39425_cov_757.523178_BlackFly4	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A2_length_39468_cov_1511.034196_BlackFly21	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	Ningirsuvirus	unclassified
NODE_A2_length_56473_cov_237.943223_BlackFly36	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A2_length_71456_cov_6156.472366_BlackFly29	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Prokaryotic dsDNA virus sp.
NODE_A2_length_8468_cov_49.867835_BlackFly8	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Triatovirus	Black queen cell virus
NODE_A2_length_9054_cov_7.845160_BlackFly18	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A3002_length_528_cov_2.864745_BlackFly53	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	unclassified
NODE_A3008_length_1028_cov_2.931651_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A300_length_1799_cov_32.220093_BlackFly16	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	unclassified
NODE_A3011_length_501_cov_3.094340_BlackFly49	Viruses	unclassified	unclassified	unclassified	Anelloviridae	unclassified	unclassified
NODE_A3019_length_527_cov_3.035556_BlackFly53	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A301_length_1109_cov_4.142442_BlackFly53	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A301_length_1131_cov_3.721063_BlackFly21	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	unclassified
NODE_A3020_length_1027_cov_4.165263_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A302_length_1073_cov_4.407631_BlackFly22	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus colletotrichi
NODE_A302_length_2016_cov_9.664776_BlackFly3	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A3031_length_625_cov_1.635036_BlackFly16	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	unclassified	unclassified
NODE_A303_length_1638_cov_17.873158_BlackFly57	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Aspergillus creber partitivirus 1
NODE_A304_length_1077_cov_4.061000_BlackFly30	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Plateaulakevirus	Plateaulakevirus pv2L372D
NODE_A304_length_1119_cov_4.048944_BlackFly21	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A304_length_1556_cov_6.356322_BlackFly36	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Beauveria bassiana partitivirus 1
NODE_A304_length_856_cov_2.077022_BlackFly4	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A305_length_1014_cov_2.613661_BlackFly5	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A305_length_1370_cov_10.284609_BlackFly59	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A305_length_1372_cov_9.583012_BlackFly15	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Fusarium graminearum dsRNA mycovirus 5
NODE_A305_length_1979_cov_3.519453_BlackFly31	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Blackford virus
NODE_A305_length_856_cov_1.486521_BlackFly4	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A305_length_953_cov_3.470320_BlackFly35	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Petsuvirus	unclassified
NODE_A30607_length_522_cov_1.692135_BlackFly23	Viruses	unclassified	Naldaviricetes	Lefavirales	Nudiviridae	Alphanudivirus	Drosophila melanogaster nudivirus D
NODE_A3060_length_526_cov_1.804009_BlackFly53	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	XiangYun toti-like virus 8
NODE_A30619_length_558_cov_2.232848_BlackFly39	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A30633_length_710_cov_5.958926_BlackFly34	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A3068_length_518_cov_0.834467_BlackFly52	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A306_length_1231_cov_3.333622_BlackFly6	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Diabrotica virgifera virgifera virus 2
NODE_A306_length_1298_cov_4.435708_BlackFly52	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A306_length_1550_cov_17.895451_BlackFly36	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	unclassified
NODE_A306_length_2008_cov_7.208182_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Enterobacter phage EC151
NODE_A3077_length_525_cov_2.781250_BlackFly53	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Petsuvirus	unclassified
NODE_A3078_length_771_cov_5.381844_BlackFly29	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	unclassified
NODE_A307_length_1018_cov_3.221041_BlackFly58	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	Muscavirus	Musca hytrosavirus
NODE_A307_length_1066_cov_4.196158_BlackFly30	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus macrophominae
NODE_A307_length_1230_cov_7.779705_BlackFly6	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Plasmopara viticola lesion associated Partiti-like 2
NODE_A307_length_1973_cov_33.273734_BlackFly31	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae polymycovirus 2
NODE_A307_length_793_cov_1.965084_BlackFly20	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated ssRNA virus 9
NODE_A30802_length_565_cov_2.258197_BlackFly14	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A3080_length_1120_cov_1.969319_BlackFly14	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A30814_length_520_cov_4.261851_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Rosemountvirus	Escherichia phage vB_EcoM_fHy-Eco03
NODE_A3086_length_586_cov_2.235756_BlackFly21	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A3091_length_640_cov_1.127886_BlackFly22	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A3094_length_617_cov_1.570370_BlackFly42	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A3099_length_564_cov_2.131417_BlackFly31	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Banana streak UL virus
NODE_A309_length_1017_cov_4.498936_BlackFly58	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Aspergillus flavus partitivirus 1
NODE_A309_length_1086_cov_2.093162_BlackFly53	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Klebsiella phage 05F01
NODE_A309_length_1285_cov_2.972682_BlackFly52	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A30_length_2192_cov_11.602364_BlackFly47	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae polymycovirus 2
NODE_A30_length_2743_cov_9.873218_BlackFly46	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A30_length_3196_cov_4.563322_BlackFly38	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Pseudomonas phage Amjad_SA
NODE_A30_length_3937_cov_206.069430_BlackFly34	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus isariae
NODE_A30_length_3952_cov_37.613419_BlackFly14	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated negative-stranded RNA virus 17
NODE_A30_length_3989_cov_85.427914_BlackFly44	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A30_length_4403_cov_108.992603_BlackFly20	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	unclassified
NODE_A30_length_4420_cov_10.627446_BlackFly59	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A30_length_4483_cov_9.009759_BlackFly32	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Saclayvirus	unclassified
NODE_A30_length_4579_cov_121.361173_BlackFly42	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Rhodosporidiobolus odoratus RNA virus 1
NODE_A30_length_5278_cov_13.807537_BlackFly48	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	Roskildevirus	Erwinia phage FBB1
NODE_A30_length_6281_cov_52.418923_BlackFly31	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated negative-stranded RNA virus 18
NODE_A30_length_8418_cov_10.385685_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A3101_length_707_cov_3.317460_BlackFly38	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	unclassified	unclassified	Martellivirales sp.
NODE_A3102_length_693_cov_20.925325_BlackFly_NC_2_Jill	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A3103_length_639_cov_2.300712_BlackFly22	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus colletotrichi
NODE_A31127_length_518_cov_4.410431_BlackFly23	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Prokaryotic dsDNA virus sp.
NODE_A3114_length_515_cov_2.636986_BlackFly52	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Chakrabartyvirus	Chakrabartyvirus pf16
NODE_A3114_length_691_cov_2.193811_BlackFly58	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	Muscavirus	Musca hytrosavirus
NODE_A3115_length_524_cov_1.255034_BlackFly53	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A3117_length_562_cov_5.270103_BlackFly31	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A311_length_1002_cov_1.805405_BlackFly46	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Verticillium dahliae partitivirus 1
NODE_A311_length_1066_cov_14.890799_BlackFly_NC_1_Jill	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Rhizobium phage RHph_N3_13
NODE_A311_length_1333_cov_7.980096_BlackFly32	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae polymycovirus 2
NODE_A311_length_1996_cov_3.530485_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Obolenskvirus	unclassified
NODE_A3126_length_562_cov_1.577320_BlackFly31	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified	Densovirinae sp.
NODE_A3126_length_850_cov_2.178525_BlackFly43	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Eiauvirus	Eiauvirus eiAU
NODE_A313_length_1411_cov_7.276612_BlackFly29	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Erwinia phage AH03
NODE_A313_length_1994_cov_10.396453_BlackFly3	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	unclassified	unclassified	Bercke-Baary Melophagus reo-like virus
NODE_A3140_length_1012_cov_2.110160_BlackFly23	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Botrytis cinerea victorivirus 1
NODE_A3146_length_767_cov_3.436232_BlackFly29	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A31495_length_516_cov_3.091116_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Rosemountvirus	Escherichia phage vB_EcoM_fHy-Eco03
NODE_A3149_length_1033_cov_3.511506_BlackFly27	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Diplodia seriata chrysovirus 1
NODE_A314_length_1112_cov_1.666667_BlackFly21	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Petsuvirus	unclassified
NODE_A314_length_1211_cov_7.625220_BlackFly6	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Erysiphe necator associated totivirus 7
NODE_A314_length_1356_cov_8.317435_BlackFly59	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A314_length_1539_cov_15.145691_BlackFly36	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Plasmopara viticola lesion associated Partitivirus 3
NODE_A314_length_1725_cov_57.185680_BlackFly12	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Colletotrichum eremochloae partitivirus 1
NODE_A3151_length_569_cov_1.928862_BlackFly59	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A3156_length_1014_cov_4.991462_BlackFly3	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Curvulaviridae	Orthocurvulavirus	Trichoderma harzianum orthocurvulavirus 1
NODE_A31580_length_515_cov_7.189498_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Rosemountvirus	Escherichia phage vB_EcoM_fHy-Eco03
NODE_A315_length_1071_cov_2.651911_BlackFly53	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	unclassified
NODE_A315_length_1724_cov_2307.508197_BlackFly12	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A315_length_926_cov_6.631331_BlackFly10	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A3164_length_1014_cov_1.712914_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A3170_length_617_cov_5.683333_BlackFly16	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A3173_length_1013_cov_3.191239_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Enterobacter phage EC151
NODE_A3174_length_1231_cov_3.800693_BlackFly34	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A3174_length_639_cov_3.898577_BlackFly32	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	Gemycircularvirus	Bat associated gemycircularvirus 1
NODE_A317_length_1024_cov_3.138332_BlackFly30	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A3180_length_1057_cov_8.945918_BlackFly39	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Ustilaginoidea virens mycovirus
NODE_A3181_length_577_cov_2.112000_BlackFly_NC_Ludovica_2	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Sinorhizobium phage HMSP1-Susan
NODE_A3186_length_532_cov_2.573626_BlackFly_NC_3_Jill	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A318_length_997_cov_2.918478_BlackFly46	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A31951_length_557_cov_1.827083_BlackFly14	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Pseudomonas phage vB_PsaP_M1
NODE_A31962_length_561_cov_1.661157_BlackFly27	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Staphylococcus phage phiRS7
NODE_A3197_length_687_cov_17.809836_BlackFly_NC_2_Jill	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Xanthomonas phage DES1
NODE_A3198_length_694_cov_2.839546_BlackFly57	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Petsuvirus	unclassified
NODE_A3199_length_1230_cov_4.188205_BlackFly34	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Perisivirus	unclassified
NODE_A3199_length_618_cov_1.550832_BlackFly24	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Totiviridae sp.
NODE_A319_length_1584_cov_18.215660_BlackFly57	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Cryspovirus	Saccharomyces cerevisiae cryspovirus 1
NODE_A31_length_11068_cov_12.300428_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	Roskildevirus	Erwinia phage FBB1
NODE_A31_length_1810_cov_9.240046_BlackFly13	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Erysiphe necator associated partitivirus 2
NODE_A31_length_3634_cov_19.842002_BlackFly53	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A31_length_4324_cov_11.797504_BlackFly5	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Saccharomyces cerevisiae virus LBCLa
NODE_A31_length_4350_cov_17.000000_BlackFly20	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	unclassified
NODE_A31_length_4351_cov_8.326158_BlackFly6	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Penicillimonavirus	Penicillimonavirus epsilonplasmoparae
NODE_A31_length_4543_cov_47.684281_BlackFly42	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Poaceae Liege totivirus 18
NODE_A31_length_5628_cov_1606.916592_BlackFly52	Viruses	unclassified	unclassified	unclassified	unclassified	Botybirnavirus	Plasmopara viticola lesion associated botybirna 1
NODE_A31_length_5809_cov_36.368283_BlackFly30	Viruses	unclassified	unclassified	unclassified	unclassified	Botybirnavirus	Plasmopara viticola lesion associated botybirna 1
NODE_A31_length_6512_cov_7.556799_BlackFly27	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Penicillimonavirus	Penicillimonavirus epsilonplasmoparae
NODE_A31_length_7620_cov_27.188387_BlackFly3	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A31_length_8936_cov_17.207360_BlackFly16	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Sclerotimonavirus	Sclerotimonavirus betabotrytidis
NODE_A32002_length_513_cov_1.896789_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Rosemountvirus	Escherichia phage vB_EcoM_fHy-Eco03
NODE_A3202_length_1230_cov_3.668690_BlackFly34	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Myoviridae sp. ctThM1
NODE_A3204_length_567_cov_2.914286_BlackFly59	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A3209_length_648_cov_37.176883_BlackFly_NC_1_Jill	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A320_length_935_cov_3.564103_BlackFly35	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Aeromonas phage PS1
NODE_A32126_length_560_cov_1.977226_BlackFly27	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Otagovirus	Pseudomonas phage PPSC2
NODE_A3215_length_645_cov_1.626761_BlackFly_NC_Ludovica_1	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Prokaryotic dsDNA virus sp.
NODE_A321_length_1308_cov_17.780666_BlackFly15	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Acidovorax phage ACPWH
NODE_A321_length_1705_cov_7.774570_BlackFly16	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Totiviridae sp.
NODE_A321_length_1751_cov_12.705496_BlackFly27	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Aspergillus fumigatus RNA virus 1
NODE_A32217_length_522_cov_0.833708_BlackFly8	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Curiovirus	unclassified
NODE_A3222_length_554_cov_2.306080_BlackFly31	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A3223_length_566_cov_6.000000_BlackFly59	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A322_length_1155_cov_4.161410_BlackFly38	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Setosphaeria turcica polymycovirus 1
NODE_A322_length_992_cov_27.375956_BlackFly46	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae polymycovirus 2
NODE_A32369_length_510_cov_6.247113_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A32374_length_698_cov_4.380032_BlackFly34	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Plasmopara viticola lesion associated Partitivirus 9
NODE_A3237_length_858_cov_2.070423_BlackFly25	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Setosphaeria turcica polymycovirus 2
NODE_A3239_length_1008_cov_1.777658_BlackFly3	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	unclassified
NODE_A323_length_1014_cov_2.240128_BlackFly30	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A32444_length_558_cov_2.255717_BlackFly27	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
