	Kingdom	Phylum	Class	Order	Family	Genus	Species
NODE_A295_length_1569_cov_5.703753_BlackFly36	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae polymycovirus 2
NODE_A2964_length_1031_cov_3.988470_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Obolenskvirus	Acinetobacter phage vB_AbaM_BP10
NODE_A296_length_1029_cov_3.988445_BlackFly44	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated virus 5
NODE_A296_length_1248_cov_10.020495_BlackFly6	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A297_length_1386_cov_5.347594_BlackFly59	Viruses	Uroviricota	Caudoviricetes	unclassified	Ackermannviridae	Miltonvirus	Miltonvirus MAM1
NODE_A298_length_1032_cov_6.752880_BlackFly5	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Moabitevirus	unclassified
NODE_A298_length_1390_cov_8.681645_BlackFly45	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Cryspovirus	Saccharomyces cerevisiae cryspovirus 1
NODE_A298_length_1930_cov_8.246087_BlackFly28	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	unclassified
NODE_A2993_length_1127_cov_1213.373333_BlackFly14	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Aspergillus ochraceous virus
NODE_A299_length_1114_cov_5.323047_BlackFly53	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A29_length_1377_cov_9.647692_BlackFly33	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	unclassified	unclassified	Cotoneaster microphyllus picorna-like virus
NODE_A29_length_1847_cov_169.840113_BlackFly13	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	unclassified
NODE_A29_length_3732_cov_3.475239_BlackFly21	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	Pettyvirus	Pettyvirus petty
NODE_A29_length_3981_cov_409.724385_BlackFly14	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A29_length_4477_cov_5.117955_BlackFly20	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	unclassified	Iflaviridae sp.
NODE_A29_length_4484_cov_17.315861_BlackFly59	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A29_length_5866_cov_14.683365_BlackFly30	Viruses	unclassified	unclassified	unclassified	unclassified	Botybirnavirus	Plasmopara viticola lesion associated botybirna 1
NODE_A29_length_7394_cov_8.022824_BlackFly29	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Vidquintavirus	Vidquintavirus Vid5
NODE_A2_length_11923_cov_14.729782_BlackFly13	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Polycipiviridae	unclassified	Fushun polycipivirus 1
NODE_A2_length_12540_cov_26.538474_BlackFly33	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Septimatrevirus	Pseudomonas phage vB_Pae_TR
NODE_A2_length_13078_cov_52.980694_BlackFly11	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	unclassified	unclassified	unclassified
NODE_A2_length_2961_cov_28.619972_BlackFly_NC_Jara_2	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Hubei lepidoptera virus 5
NODE_A2_length_39247_cov_103.982665_BlackFly52	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	unclassified	unclassified
NODE_A2_length_39425_cov_757.523178_BlackFly4	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A2_length_39468_cov_1511.034196_BlackFly21	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	Ningirsuvirus	unclassified
NODE_A2_length_56473_cov_237.943223_BlackFly36	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A2_length_71456_cov_6156.472366_BlackFly29	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Prokaryotic dsDNA virus sp.
NODE_A2_length_8468_cov_49.867835_BlackFly8	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Triatovirus	Black queen cell virus
NODE_A2_length_9054_cov_7.845160_BlackFly18	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A3008_length_1028_cov_2.931651_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A300_length_1799_cov_32.220093_BlackFly16	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	unclassified
NODE_A301_length_1109_cov_4.142442_BlackFly53	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A301_length_1131_cov_3.721063_BlackFly21	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	unclassified
NODE_A3020_length_1027_cov_4.165263_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A302_length_1073_cov_4.407631_BlackFly22	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus colletotrichi
NODE_A302_length_2016_cov_9.664776_BlackFly3	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A303_length_1638_cov_17.873158_BlackFly57	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Aspergillus creber partitivirus 1
NODE_A304_length_1077_cov_4.061000_BlackFly30	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Plateaulakevirus	Plateaulakevirus pv2L372D
NODE_A304_length_1119_cov_4.048944_BlackFly21	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A304_length_1556_cov_6.356322_BlackFly36	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Beauveria bassiana partitivirus 1
NODE_A305_length_1014_cov_2.613661_BlackFly5	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A305_length_1370_cov_10.284609_BlackFly59	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A305_length_1372_cov_9.583012_BlackFly15	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Fusarium graminearum dsRNA mycovirus 5
NODE_A305_length_1979_cov_3.519453_BlackFly31	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Blackford virus
NODE_A306_length_1231_cov_3.333622_BlackFly6	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Diabrotica virgifera virgifera virus 2
NODE_A306_length_1298_cov_4.435708_BlackFly52	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A306_length_1550_cov_17.895451_BlackFly36	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	unclassified
NODE_A306_length_2008_cov_7.208182_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Enterobacter phage EC151
NODE_A307_length_1018_cov_3.221041_BlackFly58	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	Muscavirus	Musca hytrosavirus
NODE_A307_length_1066_cov_4.196158_BlackFly30	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus macrophominae
NODE_A307_length_1230_cov_7.779705_BlackFly6	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Plasmopara viticola lesion associated Partiti-like 2
NODE_A307_length_1973_cov_33.273734_BlackFly31	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae polymycovirus 2
NODE_A3080_length_1120_cov_1.969319_BlackFly14	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A309_length_1017_cov_4.498936_BlackFly58	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Aspergillus flavus partitivirus 1
NODE_A309_length_1086_cov_2.093162_BlackFly53	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Klebsiella phage 05F01
NODE_A309_length_1285_cov_2.972682_BlackFly52	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A30_length_2192_cov_11.602364_BlackFly47	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae polymycovirus 2
NODE_A30_length_2743_cov_9.873218_BlackFly46	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A30_length_3196_cov_4.563322_BlackFly38	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Pseudomonas phage Amjad_SA
NODE_A30_length_3937_cov_206.069430_BlackFly34	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus isariae
NODE_A30_length_3952_cov_37.613419_BlackFly14	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated negative-stranded RNA virus 17
NODE_A30_length_3989_cov_85.427914_BlackFly44	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A30_length_4403_cov_108.992603_BlackFly20	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	unclassified
NODE_A30_length_4420_cov_10.627446_BlackFly59	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A30_length_4483_cov_9.009759_BlackFly32	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Saclayvirus	unclassified
NODE_A30_length_4579_cov_121.361173_BlackFly42	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Rhodosporidiobolus odoratus RNA virus 1
NODE_A30_length_5278_cov_13.807537_BlackFly48	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	Roskildevirus	Erwinia phage FBB1
NODE_A30_length_6281_cov_52.418923_BlackFly31	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated negative-stranded RNA virus 18
NODE_A30_length_8418_cov_10.385685_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A311_length_1002_cov_1.805405_BlackFly46	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Verticillium dahliae partitivirus 1
NODE_A311_length_1066_cov_14.890799_BlackFly_NC_1_Jill	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Rhizobium phage RHph_N3_13
NODE_A311_length_1333_cov_7.980096_BlackFly32	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae polymycovirus 2
NODE_A311_length_1996_cov_3.530485_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Obolenskvirus	unclassified
NODE_A313_length_1411_cov_7.276612_BlackFly29	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Erwinia phage AH03
NODE_A313_length_1994_cov_10.396453_BlackFly3	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	unclassified	unclassified	Bercke-Baary Melophagus reo-like virus
NODE_A3140_length_1012_cov_2.110160_BlackFly23	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Botrytis cinerea victorivirus 1
NODE_A3149_length_1033_cov_3.511506_BlackFly27	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Diplodia seriata chrysovirus 1
NODE_A314_length_1112_cov_1.666667_BlackFly21	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Petsuvirus	unclassified
NODE_A314_length_1211_cov_7.625220_BlackFly6	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Erysiphe necator associated totivirus 7
NODE_A314_length_1356_cov_8.317435_BlackFly59	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A314_length_1539_cov_15.145691_BlackFly36	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Plasmopara viticola lesion associated Partitivirus 3
NODE_A314_length_1725_cov_57.185680_BlackFly12	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Colletotrichum eremochloae partitivirus 1
NODE_A3156_length_1014_cov_4.991462_BlackFly3	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Curvulaviridae	Orthocurvulavirus	Trichoderma harzianum orthocurvulavirus 1
NODE_A315_length_1071_cov_2.651911_BlackFly53	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	unclassified
NODE_A315_length_1724_cov_2307.508197_BlackFly12	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A3164_length_1014_cov_1.712914_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A3173_length_1013_cov_3.191239_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Enterobacter phage EC151
NODE_A3174_length_1231_cov_3.800693_BlackFly34	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A317_length_1024_cov_3.138332_BlackFly30	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A3180_length_1057_cov_8.945918_BlackFly39	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Ustilaginoidea virens mycovirus
NODE_A3199_length_1230_cov_4.188205_BlackFly34	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Perisivirus	unclassified
NODE_A319_length_1584_cov_18.215660_BlackFly57	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Cryspovirus	Saccharomyces cerevisiae cryspovirus 1
NODE_A31_length_11068_cov_12.300428_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	Roskildevirus	Erwinia phage FBB1
NODE_A31_length_1810_cov_9.240046_BlackFly13	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Erysiphe necator associated partitivirus 2
NODE_A31_length_3634_cov_19.842002_BlackFly53	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A31_length_4324_cov_11.797504_BlackFly5	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Saccharomyces cerevisiae virus LBCLa
NODE_A31_length_4350_cov_17.000000_BlackFly20	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	unclassified
NODE_A31_length_4351_cov_8.326158_BlackFly6	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Penicillimonavirus	Penicillimonavirus epsilonplasmoparae
NODE_A31_length_4543_cov_47.684281_BlackFly42	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Poaceae Liege totivirus 18
NODE_A31_length_5628_cov_1606.916592_BlackFly52	Viruses	unclassified	unclassified	unclassified	unclassified	Botybirnavirus	Plasmopara viticola lesion associated botybirna 1
NODE_A31_length_5809_cov_36.368283_BlackFly30	Viruses	unclassified	unclassified	unclassified	unclassified	Botybirnavirus	Plasmopara viticola lesion associated botybirna 1
NODE_A31_length_6512_cov_7.556799_BlackFly27	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Penicillimonavirus	Penicillimonavirus epsilonplasmoparae
NODE_A31_length_7620_cov_27.188387_BlackFly3	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A31_length_8936_cov_17.207360_BlackFly16	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Sclerotimonavirus	Sclerotimonavirus betabotrytidis
NODE_A3202_length_1230_cov_3.668690_BlackFly34	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Myoviridae sp. ctThM1
NODE_A321_length_1308_cov_17.780666_BlackFly15	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Acidovorax phage ACPWH
NODE_A321_length_1705_cov_7.774570_BlackFly16	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Totiviridae sp.
NODE_A321_length_1751_cov_12.705496_BlackFly27	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Aspergillus fumigatus RNA virus 1
NODE_A322_length_1155_cov_4.161410_BlackFly38	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Setosphaeria turcica polymycovirus 1
NODE_A3239_length_1008_cov_1.777658_BlackFly3	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	unclassified
NODE_A323_length_1014_cov_2.240128_BlackFly30	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A324_length_1056_cov_3.381001_BlackFly53	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	unclassified	Erysiphe necator associated chryso-like virus 2
NODE_A324_length_1365_cov_13.568323_BlackFly45	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Cryspovirus	Saccharomyces cerevisiae cryspovirus 1
NODE_A324_length_1713_cov_6.758557_BlackFly43	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A325_length_1098_cov_3.765916_BlackFly21	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	unclassified	Erysiphe necator associated chryso-like virus 2
NODE_A325_length_1291_cov_4.091433_BlackFly32	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Hanko totivirus 1
NODE_A326_length_1954_cov_22.947256_BlackFly3	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	unclassified	unclassified	Martellivirales sp.
NODE_A327_length_1130_cov_3.701804_BlackFly42	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Erysiphe necator associated partitivirus 2
NODE_A327_length_1509_cov_10.176676_BlackFly36	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified	unclassified
NODE_A327_length_1683_cov_7.252802_BlackFly12	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A329_length_1003_cov_2.530238_BlackFly30	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Trinavirus	Rhodococcus phage NiceHouse
NODE_A329_length_1668_cov_6.010685_BlackFly16	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	unclassified
NODE_A32_length_2975_cov_8.824017_BlackFly38	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A32_length_3224_cov_8.793454_BlackFly22	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A32_length_3632_cov_776.189592_BlackFly53	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A32_length_3685_cov_28.031042_BlackFly21	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Hypoviridae	Hypovirus	Fusarium concentricum hypovirus 1
NODE_A32_length_3730_cov_489.809472_BlackFly14	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A32_length_4549_cov_69.222048_BlackFly9	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Poaceae Liege totivirus 13
NODE_A32_length_5270_cov_11.183131_BlackFly48	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	Roskildevirus	Roskildevirus cronus
NODE_A32_length_5596_cov_14.424715_BlackFly30	Viruses	unclassified	unclassified	unclassified	unclassified	Botybirnavirus	Plasmopara viticola lesion associated botybirna 1
NODE_A32_length_6283_cov_75.995811_BlackFly27	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Peribunyaviridae	unclassified	Zhangzhou tick virus 1
NODE_A32_length_6559_cov_78.586856_BlackFly36	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Penicillimonavirus	Penicillimonavirus epsilonplasmoparae
NODE_A3308_length_1002_cov_4.676757_BlackFly3	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A330_length_1321_cov_2.622990_BlackFly59	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A331_length_1056_cov_1.981614_BlackFly22	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A332_length_1081_cov_2.972112_BlackFly7	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified	Microviridae sp.
NODE_A332_length_1247_cov_3.415385_BlackFly52	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A332_length_1651_cov_4.120712_BlackFly16	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Diplodia seriata chrysovirus 1
NODE_A332_length_1722_cov_4.068693_BlackFly27	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus macrophominae
NODE_A333_length_1268_cov_4.050378_BlackFly15	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Hypoviridae	Hypovirus	Setosphaeria turcica hypovirus 1
NODE_A3341_length_1220_cov_1.810149_BlackFly34	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A334_length_1079_cov_34.241517_BlackFly21	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Fusarium redolens polymycovirus 1
NODE_A334_length_1944_cov_15.004285_BlackFly3	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Curvulaviridae	Orthocurvulavirus	Trichoderma harzianum orthocurvulavirus 1
NODE_A335_length_1638_cov_4.574632_BlackFly16	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A337_length_1311_cov_6.997569_BlackFly59	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A338_length_1004_cov_3.580367_BlackFly58	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A338_length_1142_cov_11.385915_BlackFly38	Viruses	unclassified	unclassified	unclassified	Anelloviridae	unclassified	Torque teno virus
NODE_A33_length_2098_cov_7.937160_BlackFly11	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A33_length_2244_cov_9.735118_BlackFly18	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A33_length_2313_cov_7.905635_BlackFly25	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus cryphonectriae
NODE_A33_length_4011_cov_5.400864_BlackFly39	Viruses	Kitrinoviricota	Alsuviricetes	Tymovirales	unclassified	unclassified	Leptosphaerulina chartarum flexivirus 1
NODE_A33_length_4263_cov_30.065934_BlackFly20	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	unclassified
NODE_A33_length_5023_cov_14.758795_BlackFly48	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	Roskildevirus	Roskildevirus cronus
NODE_A340_length_1500_cov_2.663387_BlackFly57	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Petsuvirus	Petsuvirus pEtSU
NODE_A3438_length_1014_cov_3.044824_BlackFly27	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A343_length_1236_cov_3.320104_BlackFly15	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Sclerotinia nivalis victorivirus 1
NODE_A343_length_1488_cov_4.611623_BlackFly57	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A344_length_1607_cov_6.780392_BlackFly16	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A345_length_1031_cov_4.703354_BlackFly53	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	Limelightvirus	Limelightvirus limelight
NODE_A345_length_1091_cov_2.003945_BlackFly42	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A345_length_1212_cov_1.242291_BlackFly52	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A345_length_1781_cov_4.444249_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Rosemountvirus	Escherichia phage vB_EcoM_fHy-Eco03
NODE_A345_length_1870_cov_11.868377_BlackFly31	Viruses	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	unclassified	Oidiodendron maius splipalmivirus 1
NODE_A346_length_1086_cov_3.444995_BlackFly42	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A347_length_1746_cov_1.957460_BlackFly28	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A348_length_1140_cov_1.503293_BlackFly6	Viruses	Kitrinoviricota	Alsuviricetes	Tymovirales	Gammaflexiviridae	Gammaflexivirus	Gammaflexivirus PaGFV-1
NODE_A348_length_2249_cov_5.773020_BlackFly49	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Myoviridae environmental samples
NODE_A349_length_1131_cov_3.372865_BlackFly38	Viruses	unclassified	unclassified	unclassified	Anelloviridae	Betatorquevirus	TTV-like mini virus
NODE_A349_length_1586_cov_5.397614_BlackFly16	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A349_length_1848_cov_5.118577_BlackFly31	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	unclassified	Erysiphe necator associated virga-like virus 14
NODE_A34_length_1948_cov_7.979156_BlackFly47	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A34_length_2086_cov_4.545545_BlackFly11	Viruses	unclassified	Naldaviricetes	Lefavirales	Nudiviridae	Alphanudivirus	unclassified
