seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
NODE_A5013_length_557_cov_1.297917_BlackFly42	557	No terminal repeats	NA	1	11	0.9987	0.0006	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A23508_length_562_cov_0.975258_BlackFly45	562	No terminal repeats	NA	1	11	0.9987	0.0006	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A594_length_725_cov_8.527778_BlackFly30	725	No terminal repeats	NA	1	11	0.9987	0.0006	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A230_length_2257_cov_4.237156_BlackFly28	2257	No terminal repeats	NA	7	11	0.9987	0.0006	5	7.4536	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1459_length_763_cov_1.765306_BlackFly16	763	No terminal repeats	NA	2	11	0.9987	0.0006	1	2.2631	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A44_length_3891_cov_17.065810_BlackFly48	3891	No terminal repeats	NA	2	11	0.9987	0.0006	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A158_length_2793_cov_11.300442_BlackFly31	2793	No terminal repeats	NA	4	11	0.9987	0.0006	0	5.1531	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A33_length_2098_cov_7.937160_BlackFly11	2098	No terminal repeats	NA	7	11	0.9987	0.0006	2	3.1826	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_B22_length_5546_cov_4.409764_BlackFly28	5546	No terminal repeats	NA	8	11	0.9987	0.0006	1	6.1329	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A154_length_2084_cov_7.640757_BlackFly29	2084	No terminal repeats	NA	2	11	0.9987	0.0006	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A63_length_2888_cov_12.094273_BlackFly6	2888	No terminal repeats	NA	1	11	0.9987	0.0006	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A42_length_6676_cov_44.756933_BlackFly16	6676	No terminal repeats	NA	15	11	0.9987	0.0006	0	3.6062	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A2739_length_1066_cov_1.921132_BlackFly27	1066	No terminal repeats	NA	3	11	0.9987	0.0006	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A20_length_3553_cov_122.957710_BlackFly46	3553	No terminal repeats	NA	1	11	0.9987	0.0006	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A23_length_8292_cov_6.902252_BlackFly36	8292	No terminal repeats	NA	12	11	0.9986	0.0006	5	11.9969	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A42_length_3119_cov_16.125575_BlackFly39	3119	No terminal repeats	NA	6	11	0.9986	0.0006	4	5.1235	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A9_length_4259_cov_16.339550_BlackFly46	4259	No terminal repeats	NA	1	11	0.9986	0.0006	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A25_length_5746_cov_8.377844_BlackFly6	5746	No terminal repeats	NA	1	11	0.9986	0.0006	0	1.7183	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales
NODE_A116_length_3220_cov_7.456888_BlackFly43	3220	No terminal repeats	NA	6	11	0.9986	0.0006	2	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A439_length_1145_cov_20.153558_BlackFly_NC_2_Jill	1145	No terminal repeats	NA	2	11	0.9986	0.0006	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A4539_length_644_cov_2.647266_BlackFly57	644	No terminal repeats	NA	2	11	0.9986	0.0006	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A96_length_3723_cov_5.715030_BlackFly43	3723	No terminal repeats	NA	3	11	0.9986	0.0006	0	1.4434	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_B72_length_3179_cov_11.621857_BlackFly23	3179	No terminal repeats	NA	2	11	0.9986	0.0006	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A111_length_2119_cov_3.785504_BlackFly48	2119	No terminal repeats	NA	1	11	0.9986	0.0006	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A1155_length_877_cov_1.967500_BlackFly57	877	No terminal repeats	NA	1	11	0.9986	0.0006	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A4737_length_540_cov_1.248380_BlackFly10	540	No terminal repeats	NA	1	11	0.9986	0.0006	1	1.3809	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A556_length_1545_cov_3.901907_BlackFly23	1545	No terminal repeats	NA	4	11	0.9986	0.0006	1	2.9271	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A103_length_1511_cov_3.586471_BlackFly10	1511	No terminal repeats	NA	4	11	0.9986	0.0006	1	2.9430	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A185_length_1166_cov_2.290174_BlackFly4	1166	No terminal repeats	NA	3	11	0.9986	0.0006	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1400_length_717_cov_1.478125_BlackFly28	717	No terminal repeats	NA	1	11	0.9986	0.0006	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A1727_length_645_cov_0.929577_BlackFly28	645	No terminal repeats	NA	2	11	0.9986	0.0006	2	2.8495	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A755_length_781_cov_2.482955_BlackFly9	781	No terminal repeats	NA	2	11	0.9986	0.0006	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A85_length_3048_cov_6.796701_BlackFly29	3048	No terminal repeats	NA	2	11	0.9986	0.0006	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota
NODE_A22064_length_588_cov_7.906067_BlackFly23	588	No terminal repeats	NA	3	11	0.9986	0.0006	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A300_length_1319_cov_4.809179_BlackFly52	1319	No terminal repeats	NA	2	11	0.9986	0.0006	2	3.1651	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A45_length_3209_cov_4.441890_BlackFly21	3209	No terminal repeats	NA	3	11	0.9986	0.0006	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A109_length_3311_cov_5.752010_BlackFly3	3311	No terminal repeats	NA	4	11	0.9986	0.0006	2	4.1227	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A406_length_1756_cov_98.772484_BlackFly14	1756	No terminal repeats	NA	1	11	0.9986	0.0006	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales
NODE_A74_length_2512_cov_4.936345_BlackFly30	2512	No terminal repeats	NA	5	11	0.9986	0.0006	0	5.6792	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A72948_length_522_cov_2.406742_BlackFly34	522	No terminal repeats	NA	1	11	0.9986	0.0006	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A2924_length_506_cov_1.608392_BlackFly49	506	No terminal repeats	NA	1	11	0.9986	0.0006	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Patatavirales
NODE_A2284_length_512_cov_0.988506_BlackFly35	512	No terminal repeats	NA	1	11	0.9986	0.0006	1	1.4698	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A324_length_1558_cov_4.025658_BlackFly57	1558	No terminal repeats	NA	1	4	0.9986	0.0006	1	1.3028	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A336_length_1633_cov_3.143316_BlackFly16	1633	No terminal repeats	NA	2	11	0.9986	0.0006	2	2.9694	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A111_length_2934_cov_4.796640_BlackFly23	2934	No terminal repeats	NA	7	11	0.9986	0.0006	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A50_length_1876_cov_2.858255_BlackFly18	1876	No terminal repeats	NA	2	11	0.9986	0.0006	2	2.8637	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1830_length_690_cov_1.978793_BlackFly42	690	No terminal repeats	NA	3	11	0.9986	0.0006	2	3.5671	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A323_length_1060_cov_3.188199_BlackFly53	1060	No terminal repeats	NA	1	11	0.9986	0.0006	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A20044_length_570_cov_1.993915_BlackFly19	570	No terminal repeats	NA	1	11	0.9986	0.0006	1	1.1933	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A294_length_1330_cov_5.253791_BlackFly52	1330	No terminal repeats	NA	1	11	0.9986	0.0006	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_B140_length_1007_cov_4.535484_BlackFly29	1007	No terminal repeats	NA	1	11	0.9986	0.0006	1	1.1533	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A114_length_2060_cov_11.357539_BlackFly30	2060	No terminal repeats	NA	6	11	0.9986	0.0006	5	7.5954	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A3250_length_614_cov_2.109870_BlackFly16	614	No terminal repeats	NA	1	11	0.9986	0.0006	1	1.2775	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A402_length_1103_cov_1.661793_BlackFly52	1103	No terminal repeats	NA	2	11	0.9986	0.0006	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A146_length_2144_cov_5.961780_BlackFly32	2144	No terminal repeats	NA	4	11	0.9985	0.0006	1	2.4672	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A365_length_1200_cov_3.714159_BlackFly32	1200	No terminal repeats	NA	3	11	0.9985	0.0006	2	2.4993	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A239_length_1992_cov_5.937337_BlackFly43	1992	No terminal repeats	NA	3	11	0.9985	0.0006	1	4.0193	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1036_length_1157_cov_4.689815_BlackFly43	1157	No terminal repeats	NA	2	11	0.9985	0.0006	1	2.3187	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A35_length_3126_cov_4.749754_BlackFly22	3126	No terminal repeats	NA	3	11	0.9985	0.0006	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A1566_length_501_cov_2.179245_BlackFly30	501	No terminal repeats	NA	1	11	0.9985	0.0006	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A3778_length_509_cov_5.150463_BlackFly_NC_3_Jill	509	No terminal repeats	NA	1	11	0.9985	0.0006	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A21_length_3651_cov_17.672636_BlackFly38	3651	No terminal repeats	NA	3	11	0.9985	0.0006	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A1939_length_700_cov_3.502408_BlackFly31	700	No terminal repeats	NA	3	11	0.9985	0.0006	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A2854_length_786_cov_1.385049_BlackFly29	786	No terminal repeats	NA	2	11	0.9985	0.0006	1	3.2208	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A9916_length_560_cov_1.190476_BlackFly29	560	No terminal repeats	NA	1	11	0.9985	0.0006	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
NODE_A376_length_1181_cov_4.353261_BlackFly32	1181	No terminal repeats	NA	4	11	0.9985	0.0006	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A11074_length_715_cov_3.308777_BlackFly3	715	No terminal repeats	NA	2	11	0.9985	0.0006	2	2.4993	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A587_length_1077_cov_2.713000_BlackFly57	1077	No terminal repeats	NA	3	11	0.9985	0.0006	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_B14_length_3900_cov_4.394455_BlackFly36	3900	No terminal repeats	NA	6	11	0.9985	0.0006	2	4.2145	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A73_length_2147_cov_7.260870_BlackFly35	2147	No terminal repeats	NA	2	11	0.9985	0.0006	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota
NODE_A18_length_10824_cov_26.920443_BlackFly6	10824	No terminal repeats	NA	20	11	0.9985	0.0006	2	16.2024	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A23804_length_559_cov_4.423237_BlackFly45	559	No terminal repeats	NA	1	11	0.9985	0.0006	1	1.7183	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales
NODE_A665_length_952_cov_4.349714_BlackFly32	952	No terminal repeats	NA	2	11	0.9985	0.0006	2	2.5823	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A18969_length_593_cov_4.160853_BlackFly3	593	No terminal repeats	NA	1	11	0.9985	0.0006	1	1.4190	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A26_length_5908_cov_760.623907_BlackFly52	5908	No terminal repeats	NA	11	11	0.9985	0.0006	1	7.2787	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A214_length_1667_cov_7.837107_BlackFly29	1667	No terminal repeats	NA	1	11	0.9985	0.0006	1	1.2775	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A431_length_1120_cov_5.418025_BlackFly32	1120	No terminal repeats	NA	1	11	0.9985	0.0006	1	1.7183	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales
NODE_A7145_length_1035_cov_5.912317_BlackFly34	1035	No terminal repeats	NA	1	11	0.9985	0.0006	1	1.7183	Viruses;Riboviria
NODE_A73_length_2602_cov_11.491881_BlackFly5	2602	No terminal repeats	NA	5	11	0.9985	0.0006	0	3.9031	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A832_length_741_cov_3.420181_BlackFly15	741	No terminal repeats	NA	2	11	0.9985	0.0006	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A24867_length_565_cov_2.118852_BlackFly23	565	No terminal repeats	NA	1	15	0.9985	0.0006	1	1.4749	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A64_length_1912_cov_41.437057_BlackFly22	1912	No terminal repeats	NA	1	11	0.9985	0.0006	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota
NODE_A1314_length_739_cov_20.128399_BlackFly28	739	No terminal repeats	NA	1	11	0.9985	0.0006	1	1.5907	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A224_length_2367_cov_10.780786_BlackFly31	2367	No terminal repeats	NA	2	11	0.9985	0.0006	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A1489_length_547_cov_1.312766_BlackFly6	547	No terminal repeats	NA	1	11	0.9985	0.0006	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A91_length_4017_cov_5.907868_BlackFly16	4017	No terminal repeats	NA	9	11	0.9985	0.0006	0	3.0363	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A500_length_1287_cov_3.587603_BlackFly36	1287	No terminal repeats	NA	3	11	0.9985	0.0006	1	3.4065	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A463_length_1458_cov_3.761043_BlackFly28	1458	No terminal repeats	NA	4	11	0.9985	0.0006	1	1.4764	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A7_length_8492_cov_31.260131_BlackFly32	8492	No terminal repeats	NA	14	11	0.9985	0.0006	1	10.9876	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A100_length_2772_cov_11.373284_BlackFly32	2772	No terminal repeats	NA	2	11	0.9985	0.0006	0	1.0914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A195_length_1534_cov_4.676047_BlackFly48	1534	No terminal repeats	NA	4	11	0.9985	0.0006	1	4.7080	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A101_length_2785_cov_15.634047_BlackFly52	2785	No terminal repeats	NA	3	11	0.9985	0.0006	0	1.7183	Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Quintoviricetes;Piccovirales
NODE_A86_length_2331_cov_9.095830_BlackFly21	2331	No terminal repeats	NA	2	11	0.9984	0.0006	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota
NODE_A27693_length_542_cov_2.713978_BlackFly23	542	No terminal repeats	NA	1	11	0.9984	0.0006	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A298_length_1004_cov_4.110032_BlackFly41	1004	No terminal repeats	NA	2	11	0.9984	0.0006	1	2.0085	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A14348_length_503_cov_3.154930_BlackFly38	503	No terminal repeats	NA	2	11	0.9984	0.0006	1	3.0926	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A395_length_1608_cov_8.525147_BlackFly39	1608	No terminal repeats	NA	2	11	0.9984	0.0006	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales
NODE_A193_length_3555_cov_8.947096_BlackFly49	3555	No terminal repeats	NA	3	11	0.9984	0.0006	0	3.1436	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A162_length_1491_cov_3.251061_BlackFly5	1491	No terminal repeats	NA	2	11	0.9984	0.0006	2	2.0042	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A100_length_2728_cov_33.285930_BlackFly29	2728	No terminal repeats	NA	6	11	0.9984	0.0006	0	2.1739	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1252_length_1269_cov_6.527685_BlackFly23	1269	No terminal repeats	NA	4	11	0.9984	0.0006	1	5.1493	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A785_length_1034_cov_8.661442_BlackFly28	1034	No terminal repeats	NA	3	11	0.9984	0.0006	1	3.2109	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1782_length_689_cov_1.004902_BlackFly24	689	No terminal repeats	NA	2	11	0.9984	0.0006	2	2.9059	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A108_length_3010_cov_8.106035_BlackFly12	3010	No terminal repeats	NA	3	11	0.9984	0.0006	2	2.5146	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A86_length_4723_cov_9.530779_BlackFly19	4723	No terminal repeats	NA	9	11	0.9984	0.0006	1	2.1687	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A2802_length_533_cov_1.519737_BlackFly52	533	No terminal repeats	NA	1	11	0.9984	0.0006	1	1.5156	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1851_length_625_cov_4.034672_BlackFly28	625	No terminal repeats	NA	1	11	0.9984	0.0006	1	1.4964	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A265_length_859_cov_5.088235_BlackFly20	859	No terminal repeats	NA	2	11	0.9984	0.0006	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A65_length_3612_cov_4.449788_BlackFly52	3612	No terminal repeats	NA	5	11	0.9984	0.0006	0	1.4867	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A34_length_6035_cov_14.203256_BlackFly29	6035	No terminal repeats	NA	2	11	0.9984	0.0006	1	1.7183	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales
NODE_A28_length_3353_cov_135.809524_BlackFly45	3353	No terminal repeats	NA	2	11	0.9984	0.0006	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A112_length_3233_cov_6.346958_BlackFly31	3233	No terminal repeats	NA	2	11	0.9984	0.0006	0	3.4170	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A4778_length_913_cov_2.741627_BlackFly3	913	No terminal repeats	NA	1	11	0.9984	0.0006	1	1.4190	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A75_length_1738_cov_6.278748_BlackFly9	1738	No terminal repeats	NA	4	11	0.9984	0.0006	2	5.5577	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A2756_length_1149_cov_3.166978_BlackFly14	1149	No terminal repeats	NA	3	11	0.9984	0.0006	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A23_length_3590_cov_17.382010_BlackFly38	3590	No terminal repeats	NA	3	11	0.9984	0.0006	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A209_length_1750_cov_3.739390_BlackFly32	1750	No terminal repeats	NA	2	11	0.9984	0.0006	1	1.9006	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A11941_length_510_cov_2.057737_BlackFly57	510	No terminal repeats	NA	1	11	0.9984	0.0006	1	1.4242	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A449_length_1642_cov_14.106070_BlackFly23	1642	No terminal repeats	NA	2	11	0.9984	0.0006	1	1.9794	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Drexlerviridae
NODE_A209_length_951_cov_5.764302_BlackFly_NC_3_Jill	951	No terminal repeats	NA	2	11	0.9984	0.0006	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1681_length_548_cov_5.530786_BlackFly35	548	No terminal repeats	NA	1	11	0.9984	0.0006	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A35_length_7262_cov_19.441336_BlackFly3	7262	No terminal repeats	NA	7	4	0.9984	0.0006	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A628_length_1472_cov_4.306810_BlackFly27	1472	No terminal repeats	NA	2	11	0.9984	0.0006	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A385_length_1158_cov_6.234043_BlackFly15	1158	No terminal repeats	NA	2	11	0.9984	0.0006	2	2.8447	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A2583_length_1063_cov_3.505071_BlackFly23	1063	No terminal repeats	NA	2	11	0.9984	0.0006	1	3.3681	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1681_length_619_cov_11.531365_BlackFly_NC_3_Jill	619	No terminal repeats	NA	2	11	0.9984	0.0006	1	3.3239	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1495_length_711_cov_5.627760_BlackFly59	711	No terminal repeats	NA	1	11	0.9984	0.0006	1	1.1943	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A3308_length_1002_cov_4.676757_BlackFly3	1002	No terminal repeats	NA	1	11	0.9983	0.0006	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota
NODE_A81_length_2576_cov_9.486194_BlackFly59	2576	No terminal repeats	NA	8	11	0.9983	0.0006	0	3.4330	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A77_length_1711_cov_4.016524_BlackFly58	1711	No terminal repeats	NA	4	11	0.9983	0.0006	1	4.5155	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A105_length_2052_cov_5.165570_BlackFly5	2052	No terminal repeats	NA	3	11	0.9983	0.0006	1	2.4607	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A4978_length_953_cov_10.311644_BlackFly39	953	No terminal repeats	NA	3	11	0.9983	0.0006	2	3.0990	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A4671_length_539_cov_6.106061_BlackFly_NC_Jara_1	539	No terminal repeats	NA	2	11	0.9983	0.0006	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A4_length_17255_cov_155.590057_BlackFly52	17255	No terminal repeats	NA	36	11	0.9983	0.0006	3	20.2619	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A3458_length_633_cov_25.066547_BlackFly_NC_Ludovica_1	633	No terminal repeats	NA	1	11	0.9983	0.0006	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A134_length_2451_cov_8.590564_BlackFly15	2451	No terminal repeats	NA	5	11	0.9983	0.0006	1	4.4972	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1333_length_689_cov_2.748366_BlackFly9	689	No terminal repeats	NA	2	11	0.9983	0.0006	2	3.0387	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
